,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ミヤジテン,牝4,56.0,秋山稔,南田,494(-4),美浦,2021102531,01181,デクラレーションオブウォー,ミニョンレーヌ,ディープインパクト,-2.768108369155448,12
1,2,2,ニホンピロマリンバ,牝4,53.0,▲田山,安達,510(-2),栗東,2021103841,01220,ニホンピロアワーズ,ニホンピロアニカ,キャプテンスティーヴ,-1.0779810310389506,7
2,3,3,マハナ,牝4,56.0,坂井,井上,458(0),栗東,2021106618,01163,ハービンジャー,エレーデ,ディープインパクト,-0.7933461424324293,5
3,4,4,アイブリンク,牝3,55.0,松山,大久保,478(0),栗東,2022100358,01126,モズアスコット,バルビーナ,ブラックタイド,-0.10744116239471074,1
4,5,5,オーケーエンジェル,牝3,55.0,武豊,笹田,446(+12),栗東,2022104553,00666,ナダル,キュリオスティー,ディープインパクト,-2.07294644552267,10
5,5,6,コンテナライン,牝3,55.0,松若,高柳大,476(-10),栗東,2022105954,01154,ドゥラメンテ,アイヴィベル,Archarcharch,-1.3088120578113598,8
6,6,7,パシフィックハイ,牝4,55.0,☆吉村,杉山佳,476(+4),栗東,2021105141,01216,キタサンブラック,デロングスター,ヴィクトワールピサ,-1.0196716752078958,6
7,6,8,ヒラリーステップ,牝5,53.0,▲森田,天間,484(-10),美浦,2020100652,01222,ホッコータルマエ,サラファン,アグネスタキオン,-0.714336812760451,4
8,7,9,イフリーティア,牝3,55.0,西村淳,茶木,452(+6),栗東,2022103649,01171,ディスクリートキャット,エヴリホープ,Mineshaft,-2.1067136515611673,11
9,7,10,エコロカレン,牝4,56.0,酒井,秋山,484(-8),栗東,2021103484,01034,ロージズインメイ,エレガンテココ,ブラックホーク,-2.039178530445471,9
10,8,11,ラテライト,牝3,55.0,菱田,松下,446(-2),栗東,2022105794,01144,ブリックスアンドモルタル,サルサドゥーラ,ゴールドアリュール,-0.5389999730285359,3
11,8,12,アロマフェリス,牝3,55.0,横山武,辻野,396(+6),栗東,2022104624,01170,レイデオロ,アロマドゥルセ,ディープインパクト,-0.1831299067017818,2
