,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,マイネルシーマー,牡6,58.0,小崎,青木,476(-4),美浦,2019100774,01152,ゴールドシップ,マイネアルナイル,ロージズインメイ,-4.038613209133716,7
1,2,2,サイモンルモンド,セ8,58.0,長浜,根本,466(+6),美浦,2017106722,01214,ダノンシャンティ,プレゼンスウーマン,サクラローレル,-2.51068426235867,3
2,3,3,ジェットブレード,牡3,56.0,菊沢,青木,494(+6),美浦,2022103522,01161,ビーチパトロール,ジュリーハーツ,ハーツクライ,-2.86645649954767,4
3,4,4,オルトパラティウム,牡4,58.0,松本,安田,508(0),栗東,2021105056,01191,エピファネイア,ザレマ,ダンスインザダーク,-0.8262371564370701,1
4,5,5,バルナバ,牡3,56.0,斎藤,浜田,504(+2),栗東,2022106633,01178,ハービンジャー,クライミングローズ,マンハッタンカフェ,-1.7755327019423965,2
5,6,6,レイヤードレッド,牡3,56.0,嶋田,手塚久,494(+10),美浦,2022103310,01134,フィエールマン,エキナシア,スニッツェル,-5.41428407289182,10
6,7,7,ダノンジョーカー,牡3,56.0,小沢,中内田,496(+2),栗東,2022100658,01185,ロードカナロア,ラコロネル,Colonel John,-4.119663693110514,9
7,7,8,ビッグデイメイク,牝3,54.0,石神道,和田雄,424(-5),美浦,2022102532,01209,リアルスティール,エインセル,メイショウサムソン,-4.078503345633844,8
8,8,9,イーサンアイ,牡6,58.0,鮫島良,河嶋,474(-4),栗東,2019100326,01099,キズナ,ビバエルフ,コロナドズクエスト,-3.2505426300510165,6
9,8,10,バンフィエルド,牡6,58.0,国分恭,緒方,430(+4),栗東,2019104531,01124,オルフェーヴル,エヴィータアルゼンティーナ,Candy Ride,-3.0000834097936138,5
