,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ララマルシュドロワ,セ5,58.0,国分優,坂口,486(+10),栗東,2020110116,1125,Collected,Draw It,Tapit,0.08559388716810452,3,-0.20690061609304844,3,,
1,2,2,レッドシュトラール,牡3,57.0,丸山,宮田,486(-4),美浦,2022105156,1127,リアルインパクト,レッドオリヴィア,ジャングルポケット,0.7429798505647063,2,0.02045652957094499,2,,
2,3,3,スコーピオンイメル,牡3,57.0,小崎,武英,496(-2),栗東,2022104496,1152,ホッコータルマエ,ダーリングバード,Birdstone,-0.3495745707766562,7,-0.357403766434323,7,,
3,4,4,ブラーブデシジョン,牡3,57.0,長浜,牧,482(+10),美浦,2022103763,1214,マクフィ,ナタリー,ディープインパクト,-0.19801008422674296,6,-0.3049851402927306,6,,
4,5,5,レッドボブ,牡3,57.0,亀田,田中克,524(-4),栗東,2022105055,1176,レッドファルクス,マコトクラダリング,シンボリクリスエス,-1.8368783874918793,12,-0.8717882670652416,12,,
5,5,6,エテルノレガーメ,牡3,57.0,国分恭,野中,536(+8),栗東,2022107185,1124,キズナ,マゲバ,Wootton Bassett,-0.8232231013818138,10,-0.5212152622106107,10,,
6,6,7,モーメントキャッチ,牡5,58.0,菊沢,松山,522(-6),美浦,2020104725,1161,モーリス,シュシュブリーズ,フジキセキ,-0.00012234411005013066,4,-0.23654560209150777,4,,
7,6,8,ノアヴィヴァーチェ,牡3,57.0,菅原隆,鈴木慎,502(+8),美浦,2022102446,1129,モーニン,トウカイネオ,ハービンジャー,-0.915393194499898,11,-0.5530923183902687,11,,
8,7,9,ケイアイアルタイル,牡4,58.0,藤懸,梅田,530(-2),栗東,2021100711,1138,ニューイヤーズデイ,カーディナルコーヴ,Leroidesanimaux,-0.011520177618520703,5,-0.24048754645528772,5,,
9,7,10,タリスマン,牡4,58.0,黛,金成,478(+12),美浦,2021104618,1109,タリスマニック,クロエチャン,スパイキュール,-0.38361643343620394,8,-0.369177155521262,8,,
10,8,11,ゼットエイト,牡3,57.0,富田,宮地,468(+4),栗東,2022101889,1168,シルバーステート,ゼットイーリス,ハードスパン,0.7667833620557098,1,0.02868898163215464,1,,
11,8,12,ジェロニモス,牡4,58.0,小沢,中村,494(+8),栗東,2021101280,1185,ルーラーシップ,アズレージョ,タートルボウル,-0.6591640540314685,9,-0.4644753882205947,9,,
