,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,フォーカルフラワー,牝5,55.0,☆松本,国枝,456(+10),美浦,2020102926,01191,ロードカナロア,ソラリア,Scat Daddy,-1.9212628859610548,5
1,1,2,エナジーショット,牝3,53.0,△長浜,矢嶋,424(-6),美浦,2022101425,01214,サンダースノー,スペシャルピース,スペシャルウィーク,-1.7849894233807815,3
2,2,3,ウインベアトリス,牝3,52.0,▲石神道,深山,456(+6),美浦,2022106214,01209,エピファネイア,ウインシャトレーヌ,ダイワメジャー,-2.7064612714427714,9
3,2,4,カントゥータ,牝4,53.0,▲上里,佐藤吉,464(-2),美浦,2021104933,01217,リアルスティール,レディシャツィ,Privately Held,-2.925639346163283,10
4,3,5,レッドレナート,牡4,58.0,嶋田,手塚久,494(+8),美浦,2021103145,01134,レッドファルクス,マレーナ,ダイワメジャー,-3.3916360877086813,14
5,3,6,スナークピカソ,牡3,57.0,斎藤,高橋一,474(-2),栗東,2022104171,01178,アジアエクスプレス,ホームアゲイン,ディープインパクト,0.04826838484865466,1
6,4,7,ニシノインヴィクタ,牡4,58.0,菊沢,本間,520(+6),美浦,2021100190,01161,ブリックスアンドモルタル,ニシノミストレス,ルーラーシップ,-1.8436581173680628,4
7,4,8,イリスアスール,牝4,54.0,△柴田裕,角田,458(+4),栗東,2021103493,01212,イスラボニータ,クイックメール,タイキシャトル,-2.60744334357369,7
8,5,9,シャインバオバブ,牡3,57.0,黛,本田,508(+16),栗東,2022106180,01109,シルバーステート,レユシット,ルーラーシップ,-2.619682846042685,8
9,5,10,ストレイトアスク,牝4,52.0,★河原田,藤原,442(+12),栗東,2021102312,01204,ロードカナロア,ストレイトガール,フジキセキ,-3.8491445519386356,15
10,6,11,タイキバルドル,牡5,58.0,鮫島良,勢司,474(-2),美浦,2020106817,01099,ダイワメジャー,タイキキララ,キングヘイロー,-2.9937030797547566,11
11,6,12,キタノクニカラ,牝3,52.0,▲古川奈,小島,388(-4),美浦,2022103316,01190,ダノンバラード,キタノリツメイ,アイルハヴアナザー,-1.6231566114574114,2
12,7,13,カウンティフェア,牝3,53.0,◇永島,高野,458(+4),栗東,2022104121,01187,サートゥルナーリア,カウントオンイット,クロフネ,-4.123309154023448,16
13,7,14,ゴールドブレス,セ4,58.0,国分恭,西園翔,432(0),栗東,2021100081,01124,ゴールドシップ,ブーケドロゼブルー,ロージズインメイ,-2.432893288395188,6
14,8,15,ドライグ,牡5,56.0,△鷲頭,大根田,496(-2),栗東,2020101652,01202,ダノンレジェンド,ラヴィーゲラン,スペシャルウィーク,-3.2227817324394916,12
15,8,16,カイトグート,牝4,56.0,丸山,和田雄,472(0),美浦,2021106308,01127,キズナ,マリブウィン,Malibu Moon,-3.2636941614775106,13
