,式別,馬番,配当,人気
0,単勝,5,490,4
1,複勝,5,180,3
2,複勝,15,150,1
3,複勝,9,230,5
4,枠連,3-8,910,5
5,馬連,5-15,1280,4
6,ワイド,5-15,460,2
7,ワイド,5-9,740,10
8,ワイド,9-15,600,6
9,馬単,5→15,3060,11
10,3連複,5-9-15,3140,7
11,3連単,5→15→9,16580,34
