,式別,馬番,配当,人気
0,単勝,7,360,1
1,複勝,7,160,2
2,複勝,5,300,5
3,複勝,10,150,1
4,枠連,3-4,2100,10
5,馬連,5-7,2850,12
6,ワイド,5-7,1260,15
7,ワイド,7-10,350,1
8,ワイド,5-10,920,10
9,馬単,7→5,4220,11
10,3連複,5-7-10,3280,4
11,3連単,7→5→10,17740,27
