,式別,馬番,配当,人気
0,単勝,8,220,1
1,複勝,8,120,2
2,複勝,10,170,3
3,複勝,1,1320,9
4,枠連,7-8,390,2
5,馬連,8-10,340,2
6,ワイド,8-10,250,2
7,ワイド,1-8,2960,23
8,ワイド,1-10,4900,29
9,馬単,8→10,640,2
10,3連複,1-8-10,9640,23
11,3連単,8→10→1,24080,73
