,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,パソドブレ,牝3,52.0,▲石神道,中川,450(+18),美浦,2023105547,1209,リアルインパクト,パッシオーネ,ゼンノロブロイ,-0.251275297833608,13,-0.8532807486621719,13,,
1,2,2,ベルオーシャン,牝3,53.0,△舟山,柄崎,412(-8),美浦,2023104980,1221,ミスチヴィアスアレックス,スリーオーシャン,オペラハウス,0.14692924351242437,9,-0.6305092558048395,9,,
2,2,3,ジョイベル,牝3,52.0,▲遠藤,本間,452(0),美浦,2023101804,1218,ノーブルミッション,ニホニウム,ブラックタイド,-0.0966054504178984,11,-0.7667522708795145,11,,
3,3,4,ロンバスブレス,牝3,55.0,菊沢,石栗,470(0),美浦,2023106053,1161,イスラボニータ,プリンセスヨウク,エンパイアメーカー,0.565680846813727,6,-0.39624291748407975,6,,
4,3,5,パピヨンヴェール,牝3,55.0,石川,吉岡,510(+22),栗東,2023105293,1150,ロードカナロア,シャンティローザ,ダノンシャンティ,1.1526657916062588,3,-0.06786014215410158,3,,
5,4,6,マリリンバローズ,牝3,55.0,荻野極,佐藤悠,460(-2),栗東,2023105466,1160,ナダル,フェアリーバローズ,ロードカナロア,2.495213161096658,1,0.6832143702612768,1,,
6,4,7,アドバンスジェンヌ,牝3,51.0,★河原田,小手川,474(0),美浦,2023104581,1204,モーニン,ターフジェニック,ホワイトマズル,-0.09716672879807513,12,-0.767066272377935,12,,
7,5,8,スカット,牝3,52.0,▲上里,堀内,436(0),美浦,2023104590,1217,ゴールドドリーム,ラフィンナ,ハーツクライ,1.0630922262542695,4,-0.11797116501327208,4,,
8,5,9,プティシラー,牝3,54.0,☆長浜,上原博,464(+2),美浦,2023101141,1214,アメリカンペイトリオット,トリンカデイラ,Lope de Vega,0.12417268666327504,10,-0.6432401807823436,10,,
9,6,10,マジンタクシー,牝3,55.0,吉田隼,深山,496(-2),美浦,2023100949,1095,マテラスカイ,ネオヴァシュラン,エンパイアメーカー,0.747700501637116,5,-0.29441386727456303,5,,
10,6,11,アンジュリオ,牝3,55.0,丸田,高橋文,468(-6),美浦,2023103145,1117,マクフィ,リオグランデ,ディープインパクト,-2.177893370862116,15,-1.9311076936881821,15,,
11,7,12,エコロセレナ,牝3,55.0,斎藤,斎藤誠,466(-2),美浦,2023107403,1178,コントレイル,アマルティア,アドマイヤムーン,1.5464795926253732,2,0.1524549955494946,2,,
12,7,13,ライブリピュア,牝3,55.0,小林凌,尾形,444(-4),美浦,2023102345,1177,クリエイター,トチノタイヨー,プリサイスエンド,0.1627243326302194,8,-0.6216728533602774,8,,
13,8,14,リトセア,牝3,55.0,小沢,浜田,460(-6),栗東,2023105640,1185,カリフォルニアクローム,シトリカ,ヨハネスブルグ,0.32115157727867155,7,-0.5330423377958141,7,,
14,8,15,リリーサンライズ,牝3,55.0,富田,矢作,448(-4),栗東,2023103592,1168,ニューイヤーズデイ,レイクキャリー,ダイワメジャー,-0.8749550318078314,14,-1.202192051714256,14,,
