,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ルージュダズリング,牝3,55.0,丸田,斎藤誠,436(0),美浦,2023100384,1117,キタサンブラック,ジュエルインザサン,ルーラーシップ,0.6210966671964864,1,-0.0123740356183715,3,,5,58.1,50.7,52.1,3
1,1,2,ゴンファロニエーレ,牡3,57.0,ルメール,田中博,452(0),美浦,2023107093,5339,エピファネイア,タッチングスピーチ,ディープインパクト,-2.788036814516354,18,-0.709562439068026,7,,8,51.4,47.2,48.7,8
2,2,3,エースオブゴールド,牡3,57.0,松岡,堀内,488(0),美浦,2023100784,1085,ブラックタイド,ワイルドアフリカ,ワイルドラッシュ,0.3364020467021436,4,-0.0705958063404236,13,,18,41.5,44.4,43.8,14
3,2,4,サトノスターライト,牝3,55.0,大野,森一,438(0),美浦,2023107010,1096,サトノジェネシス,サトノシュテルン,Distorted Humor,-0.3593613495720362,10,-0.2128836264064741,6,,12,52.9,45.2,48.7,9
4,3,5,エイシンニラク,牡3,57.0,岩田望来,勢司,472(0),美浦,2023105526,1174,サトノクラウン,エイシンヘケト,エイシンアポロン,-0.0430024236001288,8,-0.1481863138199967,1,,4,80.9,51.2,64.2,2
5,3,6,ミズノミヤコ,牝3,55.0,原,青木,424(0),美浦,2023103051,1184,シルバーステート,スティルウォーター,キングカメハメハ,0.0498336094763722,7,-0.1292007839103007,17,,11,41.4,46.6,43.8,17
6,4,7,カキュウ,牝3,55.0,野中,佐藤吉,434(0),美浦,2023102689,1158,フィエールマン,チークハート,アグネスデジタル,-1.240262471669516,15,-0.3930332304646829,15,,17,41.5,44.5,43.8,15
7,4,8,ダノンアクション,牡3,57.0,戸崎圭,安田,488(0),栗東,2023105235,5386,エピファネイア,カジノブギ,ワークフォース,-1.211682885416734,14,-0.3871885323272495,10,,15,47.7,44.7,47.5,10
8,5,9,グレイスルーラー,牝3,52.0,▲佐藤,尾形,462(0),美浦,2023100314,1207,ルーラーシップ,グレイスフラワー,ダイワメジャー,-0.796512102542609,12,-0.3022835977379691,18,,14,41.3,44.9,43.7,18
9,5,10,コスモカノーネ,牝3,55.0,柴田大,田島,518(0),美浦,2023106444,1009,エピファネイア,サッシーイメージ,Broken Vow,0.2628995009456535,5,-0.0856275212322986,11,,6,45.6,49.2,45.7,11
10,6,11,キタサンフジヤマ,牡3,57.0,岩田康,奥村武,468(0),美浦,2023102509,5203,キタサンブラック,キタサンデイジー,Violence,0.0956160569425103,6,-0.1198379966723843,2,,1,61.1,86.9,84.7,1
11,6,12,ヤマニンヘルシェ,牡3,57.0,石川,辻,476(0),美浦,2023104361,1150,レッドファルクス,ヤマニンヌヌース,ディープインパクト,0.5262314982723642,3,-0.0317745360739772,14,,10,41.5,46.6,43.8,13
12,7,13,ジワタネホ,牝3,55.0,三浦,田村,430(0),美浦,2023107165,1122,サートゥルナーリア,ビッシュ,ディープインパクト,-0.7677059668252852,11,-0.2963925688656633,9,,3,50.9,52.8,49.1,6
13,7,14,ウィズアバウンス,牝3,52.0,▲上里,武藤,396(0),美浦,2023106822,1217,フィエールマン,アイルビーバウンド,タニノギムレット,-0.3494698865702983,9,-0.2108607624338677,5,,2,53.5,59.5,51.9,4
14,7,15,プロミスライン,牝3,55.0,杉原,森一,450(0),美浦,2023104884,1135,キズナ,スマッシュハート,キングカメハメハ,-2.382093464905266,17,-0.6265445703560731,12,,13,43.2,45.1,45.0,12
15,8,16,アナザーフェイス,牡3,57.0,キング,鹿戸,482(0),美浦,2023103558,5643,エピファネイア,マスクオフ,ディープインパクト,-2.128804188176885,16,-0.5747453822631347,8,,9,51.4,46.7,48.9,7
16,8,17,アルティマローネ,牝3,55.0,津村,武市,392(0),美浦,2023106811,1092,マインドユアビスケッツ,マルーンエンブレム,オルフェーヴル,0.5656127104016783,2,-0.0237208401545807,4,,7,54.8,49.1,50.8,5
17,8,18,ロードプレリュード,牡3,55.0,△長浜,稲垣,494(0),美浦,2023105842,1214,ダノンプレミアム,カミーリアフラワー,ロードカナロア,-0.8681573302799973,13,-0.3169354798684161,16,,16,41.4,44.6,43.8,16
