,式別,馬番,配当,人気
0,単勝,15,230,1
1,複勝,15,140,1
2,複勝,1,430,7
3,複勝,4,350,5
4,枠連,1-8,1830,6
5,馬連,1-15,3070,10
6,ワイド,1-15,1200,10
7,ワイド,4-15,810,5
8,ワイド,1-4,4400,43
9,馬単,15→1,5010,13
10,3連複,1-4-15,13620,38
11,3連単,15→1→4,54010,141
