,式別,馬番,配当,人気
0,単勝,9,240,1
1,複勝,9,130,1
2,複勝,13,500,9
3,複勝,14,170,2
4,枠連,5-7,510,1
5,馬連,9-13,3640,11
6,ワイド,9-13,1170,13
7,ワイド,9-14,200,1
8,ワイド,13-14,1750,21
9,馬単,9→13,4760,15
10,3連複,9-13-14,3530,9
11,3連単,9→13→14,20230,50
