,式別,馬番,配当,人気
0,単勝,6,1440,5
1,複勝,6,390,6
2,複勝,4,210,3
3,複勝,13,2800,14
4,枠連,2-3,1720,8
5,馬連,4-6,2900,10
6,ワイド,4-6,960,9
7,ワイド,6-13,18370,91
8,ワイド,4-13,11320,69
9,馬単,6→4,7680,27
10,3連複,4-6-13,125810,222
11,3連単,6→4→13,663920,1
