,式別,馬番,配当,人気
0,単勝,7,340,1
1,複勝,7,170,1
2,複勝,10,330,7
3,複勝,9,420,8
4,枠連,5-6,990,5
5,馬連,7-10,2040,6
6,ワイド,7-10,590,3
7,ワイド,7-9,1490,20
8,ワイド,9-10,3670,43
9,馬単,7→10,3240,8
10,3連複,7-9-10,13960,55
11,3連単,7→10→9,53410,192
