,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ラインパシオン,牝3,52.0,▲佐藤,水野,392(+2),美浦,2022106190,01207,シルバーステート  ,イナズマアマリリス  ,スエヒロコマンダー  ,-6.780131324741893,18
1,1,2,ジョウゲンノツキ,牝4,56.0,斎藤,牧田,454(+6),栗東,2021102755,01178,イスラボニータ  ,ピサノグレース  ,フレンチデピュティ  French Deputy(米)  ,-0.37846440370230483,4
2,2,3,アーコレード,牝4,56.0,丸田,奥村武,472(+2),美浦,2021104091,01117,モーリス  ,エルラディユー  ,Unbridled's Song  (米)  ,-6.587344666017789,17
3,2,4,ヒメカミノイタダキ,牡6,58.0,横山琉,武市,504(-4),美浦,2019101794,01192,アドマイヤムーン  ,ファミリズム  ,ダンスインザダーク  ,-3.5192210815466107,10
4,3,5,ラブカムーン,牝4,52.0,★河原田,千田,482(+10),栗東,2021106586,01204,アドマイヤムーン  ,ラブカーナ  ,オース  Oath(愛)  ,-3.84682898227276,12
5,3,6,フラッシュポイント,牝3,55.0,杉原,西田,502(-2),美浦,2022104609,01135,ニューイヤーズデイ  ,アドマイヤフッキー  ,フジキセキ  ,0.8589458796649065,2
6,4,7,カウンターセブン,牡3,57.0,丹内,村田,494(+2),美浦,2022104197,01091,ロジャーバローズ  ,オールフラッグズフライング  All Flags Flying(米)  ,War Front  ,-2.7420619549277037,8
7,4,8,ハッピーパンニャ,牡5,57.0,☆西塚,鈴木伸,496(-4),美浦,2020104340,01200,エピファネイア  ,ハッピーノリチャン  ,サクラバクシンオー  ,-3.682436160023888,11
8,5,9,レイム,牝4,54.0,◇永島,高橋康,454(0),栗東,2021106942,01187,トランセンド  ,ミコノキセキ  ,キンシャサノキセキ  ,-4.076031151900506,13
9,5,10,ハッピーダンシング,牝3,52.0,▲石神道,和田郎,434(-10),美浦,2022101571,01209,タワーオブロンドン  ,ベルモントラハイナ  ,スウィフトカレント  ,-0.5774445563923616,5
10,6,11,マオノボルケーノ,牝4,53.0,▲舟山,辻,462(+6),美浦,2021100851,01221,レッドファルクス  ,マオノココロ  ,ヴァーミリアン  ,-4.3731028169511195,14
11,6,12,ノーブルオリンポス,セ3,57.0,武藤,武藤,440(+6),美浦,2022100528,01169,ディーマジェスティ  ,ノーブルプルート  ,キングズベスト  King's Best(米)  ,-5.324395142222315,16
12,7,13,サイコウダネ,牡4,55.0,▲和田陽,天間,452(-18),美浦,2021102701,01223,タリスマニック  Talismanic(英)  ,ジェムディーラー  ,キングズベスト  King's Best(米)  ,-1.9282983185816147,6
13,7,14,シュラフ,牝3,55.0,嶋田,佐藤吉,442(+8),美浦,2022103324,01134,フォーウィールドライブ  Four Wheel Drive(米)  ,テイア  ,マヤノトップガン  ,1.7974857132791395,1
14,7,15,パレスドフィーヌ,牝4,56.0,丸山,鈴木慎,494(-2),美浦,2021105373,01127,サトノアラジン  ,アナスタシアブルー  ,ファルブラヴ  Falbrav(愛)  ,0.08662525433287759,3
15,8,16,ザブルース,牝4,56.0,小林凌,土田,428(0),美浦,2021100121,01177,ビーチパトロール  Beach Patrol(米)  ,パンドラ  ,ハーツクライ  ,-2.5742610827207857,7
16,8,17,リアンエターナル,牝3,55.0,菊沢,武藤,442(+14),美浦,2022104499,01161,キズナ  ,ノディアック  ,Kodiac  ,-4.374895869005677,15
17,8,18,シャトーボビー,牡5,55.0,▲上里,菊川,480(+6),美浦,2020101434,01217,シャンハイボビー  Shanghai Bobby(米)  ,ラッポルティ  ,ジャングルポケット  ,-3.202462001582978,9
