,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ゴールデンブラッド,牡2,56.0,松山,杉山晴,474(+6),栗東,2023105390,01126,サングレーザー  ,ホシニイノリヲ  ,シンボリクリスエス  ,-3.2045174526071123,10
1,2,2,アドフランマム,牡2,55.0,☆松本,本田,506(-2),栗東,2023105187,01191,パイロ  Pyro(米)  ,フィアマロッサ  ,アイルハヴアナザー  I'll Have Another(米)  ,-4.146571813466981,13
2,3,3,フリッシュ,牡2,54.0,◇永島,平田,492(+6),栗東,2023101231,01187,パイロ  Pyro(米)  ,ナリッシュ  ,ヘニーヒューズ  Henny Hughes(米)  ,-4.084754843219003,12
3,3,4,ティンバーライン,牡2,56.0,菊沢,鈴木慎,472(-6),美浦,2023104285,01161,ホッコータルマエ  ,シルクヴェルサイユ  ,スペシャルウィーク  ,-4.205661680894781,14
4,4,5,タガノアイゼン,牡2,56.0,吉田隼,岡田,448(-12),栗東,2023104316,01095,ビーチパトロール  Beach Patrol(米)  ,タガノカトレア  ,エンパイアメーカー  Empire Maker(米)  ,-2.1442608605261078,4
5,4,6,マリブ,牡2,53.0,▲上里,和田郎,448(+2),美浦,2023104168,01217,サトノジェネシス  ,ワールドツアラー  ,ウインクリューガー  ,-2.3752958023695365,6
6,5,7,ビッキーセカンド,牡2,56.0,丹内,武井,470(+6),美浦,2023100559,01091,パイロ  Pyro(米)  ,ノイエクローネ  ,ネオユニヴァース  ,-2.3663535089035643,5
7,5,8,オトシダマ,牝2,55.0,伊藤,金成,472(-2),美浦,2023102283,01119,ニューイヤーズデイ  ,クリムゾンルージュ  ,エンドスウィープ  End Sweep(米)  ,-1.417026920141871,2
8,6,9,ウルトラハート,牡2,56.0,丸山,中尾,476(0),栗東,2023104157,01127,ホッコータルマエ  ,プレイフォーユー  ,ハーツクライ  ,-3.4708745733588073,11
9,6,10,マツリダシリウス,牡2,56.0,武藤,水野,460(+2),美浦,2023109058,01169,ウインバリアシオン  ,パールレディ  ,クロフネ  ,-1.0299493247799811,1
10,7,11,アスパラゴ,牝2,55.0,江田照,田村,470(-2),美浦,2023100332,00689,カリフォルニアクローム  California Chrome(米)  ,アルスノヴァ  ,ダンスインザダーク  ,-2.677553844706408,8
11,7,12,ニシノロッドマン,牡2,54.0,◇今村,矢嶋,500(+2),美浦,2023104706,01193,リーチザクラウン  ,ニシノミウ  ,スマートファルコン  ,-1.9099196302774928,3
12,8,13,ウインターブレス,牡2,56.0,小沢,竹内,498(+2),美浦,2023103521,01185,ハービンジャー  Harbinger(英)  ,フェイブルネージュ  ,ディープインパクト  ,-2.925140879252295,9
13,8,14,テンバコウクウ,牡2,56.0,丸田,柄崎,466(+4),美浦,2023104932,01117,ハッピースプリント  ,タカンナ  ,スピルバーグ  ,-2.592460745796103,7
