,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ロサンゼルス,牡4,58.0,三浦,伊藤圭,528(+2),美浦,2021103711,01122,カリフォルニアクローム  California Chrome(米)  ,イチリュウ  ,キングヘイロー  ,-3.755744231371151,14
1,2,2,グランオルカ,セ4,58.0,佐々木,武井,482(+2),美浦,2021110109,01197,Liam's Map  ,Layla  ,Union Rags  ,-0.4723414903659755,5
2,3,3,コシュデリ,牡3,56.0,武豊,千田,486(-2),栗東,2022107069,00666,ホッコータルマエ  ,キタサンテンビー  ,ダイワメジャー  ,0.022390963082005902,3
3,3,4,サンダーアリュール,牝4,53.0,▲遠藤,菊川,460(+2),美浦,2021109069,01218,サンダースノー  Thunder Snow(愛)  ,ゴールドマリキヤ  ,ゴールドアリュール  ,-1.9762635135387137,11
4,4,5,セキテイオー,牡6,58.0,柴田大,田中剛,478(-2),美浦,2019101351,01009,ロゴタイプ  ,ユキアカリノマチ  ,キングカメハメハ  ,-3.163186693411087,13
5,4,6,クレイヴィンオナー,牡4,58.0,横山和,嘉藤,544(+16),美浦,2021104576,01140,ヘニーヒューズ  Henny Hughes(米)  ,スターリーウインド  ,ゼンノロブロイ  ,0.27079496609587134,2
6,5,7,ダイシンリンク,牡3,56.0,戸崎圭,森秀,464(+18),栗東,2022106699,05386,モーニン  ,スルーレート  ,フレンチデピュティ  French Deputy(米)  ,0.41647331785029823,1
7,5,8,ディージェーサン,牝6,56.0,松岡,堀内,444(-4),美浦,2019103517,01085,マクフィ  Makfi(英)  ,マロンベル  ,ハーツクライ  ,-2.9273203295319394,12
8,6,9,エチャケナ,牝4,56.0,北村宏,金成,452(+6),美浦,2021106673,01043,ドレフォン  Drefong(米)  ,エフティマイア  ,フジキセキ  ,-1.093329672121854,8
9,6,10,トルーマンテソーロ,牡6,58.0,石橋脩,菊川,528(0),美浦,2019102082,01077,トーセンジョーダン  ,マキアージュシチー  ,ダイワメジャー  ,-1.6364023767871294,10
10,7,11,ハリケーンリッジ,牝5,56.0,矢野貴,大和田,436(-6),美浦,2020103736,05380,リアルスティール  ,ワシントンレガシー  ,クロフネ  ,-0.34779949783522196,4
11,7,12,ハクサンアイリス,牡3,56.0,小崎,高橋一,488(+4),栗東,2022100328,01152,ハクサンムーン  ,キャメロンロード  ,デュランダル  ,-0.6645137963631902,6
12,8,13,スズカコーズ,牡5,58.0,木幡巧,伊藤圭,506(+6),美浦,2020101035,01162,スズカコーズウェイ  ,アイシースズカ  ,サンデーサイレンス  Sunday Silence(米)  ,-1.3031060605960791,9
13,8,14,リュウノタブーク,牝4,56.0,山本聡,伊坂,440(-2),美浦,2021104365,05445,オルフェーヴル  ,フレンズ  ,クロフネ  ,-1.0409419944031377,7
