,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,アシャカタカ,牡5,55.0,斎藤,鈴木伸,476(0),美浦,2020102299,01178,ファインニードル  ,ハートノイヤリング  ,ハーツクライ  ,-1.1337220737140346,10
1,1,2,ロードトレイル,牡4,55.0,角田和,藤岡,480(0),栗東,2021100157,01186,ロードカナロア  ,パラダイスリッジ  ,ディープインパクト  ,-2.1315761761248004,16
2,2,3,メイショウピース,牝5,53.0,丸山,高橋亮,486(+12),栗東,2020106901,01127,リオンディーズ  ,メイショウアリア  Meisho Aria(仏)  ,Hurricane Run  (愛)  ,-2.124835040118326,15
3,2,4,イサチルシーサイド,牡4,57.0,木幡初,竹内,494(+8),美浦,2021102670,01153,イスラボニータ  ,アイカギ  ,ファンタスティックライト  Fantastic Light(米)  ,-0.7424890382578019,8
4,3,5,エスペシャリー,牝3,53.0,丹内,四位,442(-6),栗東,2022103707,01091,スワーヴリチャード  ,セイリングホーム  Sailing Home(英)  ,Shamardal  (米)  ,0.0009954788524118058,3
5,3,6,トーラスシャイン,牡4,56.0,松本,田中克,476(-2),栗東,2021101654,01191,ファインニードル  ,スターライト  ,ディープインパクト  ,-0.5079959571059383,5
6,4,7,ロードマイライフ,牡4,55.0,小沢,杉山晴,496(+2),栗東,2021103312,01185,ロードカナロア  ,フェリス  ,ジャングルポケット  ,-0.5924900158112081,6
7,4,8,ナムラローズマリー,牝4,54.0,藤懸,羽月,460(+2),栗東,2021103092,01138,ミッキーアイル  ,ナムラストロベリー  ,ヨハネスブルグ  Johannesburg(米)  ,-0.02146420481627013,4
8,5,9,ジュノー,セ7,54.0,江田照,田中勝,528(0),美浦,2018104757,00689,Dark Angel  ,ブギーダモーレ  Bugie d'Amore(英)  ,Rail Link  (英)  ,-1.6244778973037604,13
9,5,10,ベイビーキッス,牝3,54.0,菊沢,青木,454(0),美浦,2022102514,01161,サンダースノー  Thunder Snow(愛)  ,タイキエイワン  ,フサイチコンコルド  ,-1.7949823356478662,14
10,6,11,ジャスパーノワール,牡4,56.0,中井,森秀,512(-2),栗東,2021110132,01141,Frosted  (米)  ,Funny Bay  ,Medaglia d'Oro  ,-1.560973434427344,12
11,6,12,ハートホイップ,牝6,53.0,横山琉,蛯名利,492(-2),美浦,2019106179,01192,ジョーカプチーノ  ,ドキドキマドンナ  ,クロフネ  ,-1.1836063930041452,11
12,7,13,ソルトクィーン,牝4,55.0,富田,武英,448(-2),栗東,2021102013,01168,シルバーステート  ,ソルトドリーム  ,ストロングリターン  ,-0.6839602971933441,7
13,7,14,トーセンエスクード,牡5,57.0,吉田隼,菊沢,446(-6),美浦,2020102488,01095,トーセンラー  ,トーセンアルバータ  ,More Than Ready  ,1.9391217415117774,1
14,8,15,ヴィントミューレ,セ7,55.0,石川,木村,434(+10),美浦,2018100406,01150,オルフェーヴル  ,ストーミーレニー  ,Storm Cat  (米)  ,0.24777265294428785,2
15,8,16,ゴールドサーベル,牡4,55.0,荻野琢,大久保,470(-4),栗東,2021105039,01112,レッドファルクス  ,ゴルトキルシェ  ,ステイゴールド  ,-1.0922344570183502,9
