,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ティタノマキア,牝2,55.0,Ｃデムーロ,池添,458(0),栗東,2023107092,05473,エピファネイア  ,タイタンクイーン  ,Tiznow  ,-3.304035807211294,10
1,2,2,シティプロスパー,牝2,55.0,高杉,小栗,442(-2),栗東,2023105801,01213,コントレイル  ,シティトゥシティ  City to City(米)  ,City Zip  (米)  ,-2.9457217050127005,9
2,3,3,シャリキモン,牡2,56.0,松若,吉田,438(+6),栗東,2023103743,01154,ミッキーロケット  ,スイートシャイン  ,ディープブリランテ  ,-1.5565430928063198,6
3,4,4,キミガスキダ,牝2,55.0,菱田,牧田,--,栗東,2023100605,01144,ドレフォン  Drefong(米)  ,セシリア  ,アグネスタキオン  ,-2.7917876894949694,8
4,5,5,シートゥサミット,牡2,56.0,坂井,吉岡,518(0),栗東,2023101200,01163,モーリス  ,フラワーバレイ  Flower Valley(米)  ,ディスクリートキャット  Discreet Cat(米)  ,-1.2718672992010889,5
5,6,6,コスモクラシック,牡2,56.0,和田竜,嘉藤,476(-8),美浦,2023104491,01018,ダノンバラード  ,マーマレードガール  ,タイキシャトル  ,-0.29049644599898883,2
6,7,7,リアルナイスガール,牝2,55.0,鮫島良,畑端,426(-6),栗東,2023101254,01099,バゴ  Bago(仏)  ,エルサーレアル  ,ルーラーシップ  ,-2.0481333914888804,7
7,7,8,マテンロウオリジン,牡2,56.0,横山典,坂口,492(+2),栗東,2023101375,00660,キタサンブラック  ,シナジーウィスパー  ,ネオユニヴァース  ,-0.5658144350654315,3
8,8,9,レザベーション,牡2,56.0,田口,松下,458(-2),栗東,2023103268,01208,ダノンプレミアム  ,プレノタート  ,ジャングルポケット  ,-0.826500635036338,4
9,8,10,ネッタイヤライ,牡2,56.0,松山,矢作,448(+14),栗東,2023104690,01126,コントレイル  ,サンライズシェル  ,キンシャサノキセキ  ,2.3914145340781996,1
