,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,イグニション,牡5,58.0,永島,畑端,460(-2),栗東,2020103898,01187,スノードラゴン  ,シャルマンレーヌ  ,ダンスインザダーク  ,-1.439199037231101,8
1,1,2,ラトルシェ,牝3,55.0,吉田隼,菊川,468(-2),美浦,2022104190,01095,ミッキーアイル  ,レーヴドフィユ  Reve de Fille(米)  ,Storm Cat  (米)  ,-0.748113724052892,4
2,2,3,シュラフ,牝3,55.0,嶋田,佐藤吉,450(+8),美浦,2022103324,01134,フォーウィールドライブ  Four Wheel Drive(米)  ,テイア  ,マヤノトップガン  ,-0.6446617562513431,2
3,2,4,アジュマン,牡3,57.0,斎藤,石坂,474(-12),栗東,2022101241,01178,アルアイン  ,ジレーネ  ,キングカメハメハ  ,-1.866688283453196,12
4,3,5,シアター,牝4,56.0,富田,茶木,450(0),栗東,2021103299,01168,リアルスティール  ,エルテアトロ  ,キングカメハメハ  ,-0.7297881800721092,3
5,3,6,ヴァンヴィーヴ,牡4,58.0,国分恭,牧浦,510(+4),栗東,2021101399,01124,ダイワメジャー  ,サンドスラッシュ  Sandslash(愛)  ,Holy Roman Emperor  ,-1.53170204589898,11
6,4,7,アイノセンシ,牡5,58.0,野中,牧,512(0),美浦,2020100632,01158,ドゥラメンテ  ,スターズアラインド  ,Sea The Stars  Sea the Stars(愛)  ,-0.3385213457340941,1
7,4,8,コウセキ,牡3,57.0,石川,西園正,484(-2),栗東,2022110026,01150,Harry Angel  (愛)  ,Nonchalance  ,Dubawi  ,-3.989458491716873,16
8,5,9,タイキヴァンクール,牡4,58.0,荻野極,中尾,512(-14),栗東,2021103171,01160,エイシンヒカリ  ,タイキキララ  ,キングヘイロー  ,-1.1629369734779895,5
9,5,10,フードマン,牡3,57.0,横山琉,小栗,478(-4),栗東,2022110056,01192,Kingman  (英)  ,Midnight Crossing  ,Dark Angel  ,-1.410792549415721,7
10,6,11,スペルキャスター,牝5,56.0,小林凌,蛯名利,480(+2),美浦,2020102674,01177,ロードカナロア  ,スペルバインド  ,ゴールドアリュール  ,-2.1488839936730884,13
11,6,12,ソレントフレイバー,牡6,58.0,亀田,久保田,496(-2),美浦,2019106503,01176,キタサンブラック  ,ポワティエ  ,Le Havre  ,-1.3629724462602313,6
12,7,13,バシレウスシチー,牡6,58.0,小沢,岡田,450(-4),栗東,2019101643,01185,ビッグアーサー  ,ダッシャーレーヌ  ,ディープインパクト  ,-2.3010246000571177,14
13,7,14,ピコアーガイル,牡4,58.0,丹内,伊藤大,482(-6),美浦,2021110165,01091,Justify  (米)  ,Solar Girl  ,Lonhro  (豪)  ,-1.5070001833249267,10
14,8,15,ジャスパーディビネ,牡3,57.0,和田陽,森秀,522(0),栗東,2022110112,01223,Frosted  (米)  ,Rocket Reload  ,Reload  ,-2.9103454446429784,15
15,8,16,イツモニコニコ,牝4,56.0,田中健,浜田,500(+6),栗東,2021107063,01114,ビッグアーサー  ,オルトリンデ  ,ダンスインザダーク  ,-1.448199036932576,9
