,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,メイショウホウレン,牡4,55.0,浜中,安達,518(+12),栗東,2021103716,01115,エスポワールシチー  ,キンゲショウ  ,Hard Spun  (米)  ,1.479794462565754,6
1,1,2,アルテヴェローチェ,牡3,57.0,岩田望,須貝,460(-2),栗東,2022104751,01174,モーリス  ,クルミネイト  ,ディープインパクト  ,1.6370562135190347,4
2,2,3,エートラックス,牡4,58.5,Ｃデムーロ,宮本,520(+12),栗東,2021104876,05473,ニューイヤーズデイ  ,スパイラルステップ  ,シンボリクリスエス  ,0.33997074104617114,11
3,2,4,スターターン,牡4,56.0,川田,坂口,500(0),栗東,2021104991,01088,グレーターロンドン  ,オージーアイドル  ,スニッツェル  Snitzel(豪)  ,0.055367915014446024,12
4,3,5,ナムラフランク,牡6,57.0,菱田,鈴木孝,506(+8),栗東,2019101975,01144,ミッキーアイル  ,ナムラヒラリー  ,クロフネ  ,-1.8294100817817445,15
5,3,6,ペプチドヤマト,牡6,56.0,高倉,武英,494(-2),栗東,2019103605,01130,ドレフォン  Drefong(米)  ,ペプチドルビー  ,コロナドズクエスト  Coronado's Quest(米)  ,1.5910603048117322,5
6,4,7,アルファマム,牝6,56.5,北村友,佐々木,470(+8),栗東,2019103529,01102,マジェスティックウォリアー  Majestic Warrior(米)  ,ダイオプサイド  ,フジキセキ  ,0.757472999030983,9
7,4,8,ロードエクレール,牡7,57.0,鮫島駿,斎藤誠,476(-6),美浦,2018105998,01157,ロードカナロア  ,タッチアス  ,Mineshaft  (米)  ,1.2192951548618443,7
8,5,9,イスラアネーロ,牡6,57.0,川又,吉村,450(+2),栗東,2019105741,01166,イスラボニータ  ,エリモフェザー  ,シニスターミニスター  Sinister Minister(米)  ,-3.5693378220914593,16
9,5,10,キタノズエッジ,牡4,55.0,古川吉,畑端,546(0),栗東,2021100505,01015,ジョーカプチーノ  ,ファルファラ  ,キングカメハメハ  ,1.8372951702118538,3
10,6,11,カズゴルティス,セ4,54.0,西村淳,西園翔,486(-8),栗東,2021105608,01171,アルアイン  ,スネガエクスプレス  ,ウォーエンブレム  War Emblem(米)  ,1.999934420203859,2
11,6,12,ロードラディウス,牡5,55.0,酒井,森田,488(+8),栗東,2020100168,01034,ドレフォン  Drefong(米)  ,ポプラ  ,Frankel  ,-1.0821131337195222,14
12,7,13,エティエンヌ,セ6,55.0,松若,吉田,512(-6),栗東,2019105761,01154,ジョーカプチーノ  ,ジェルヴェーズ  ,メイショウサムソン  ,-0.38653180513098034,13
13,7,14,スマートアイ,牝5,52.0,田口,寺島,504(+2),栗東,2020106877,01208,ヘニーヒューズ  Henny Hughes(米)  ,スマートオーシャン  ,Mr. Greeley  ,0.6303830652476486,10
14,8,15,ナナオ,牝4,55.0,吉村,小栗,454(0),栗東,2021102392,01216,ロードカナロア  ,バイザディンプル  ,オルフェーヴル  ,0.846250754486155,8
15,8,16,ボナンザ,牡5,57.0,団野,庄野,506(0),栗東,2020101292,01180,シニスターミニスター  Sinister Minister(米)  ,グラニースミス  ,ディープインパクト  ,2.0103072900654504,1
