,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,アンラコル,牝2,55.0,木幡巧,武藤,444(-2),美浦,2023106408,01162,ゴールドシップ  ,マイネプレセア  ,マイネルラヴ  ,-0.42927480044494093,3
1,2,2,ビレッジルイーザ,牝2,51.0,★谷原,伊藤圭,442(-4),美浦,2023102170,01219,ノーブルミッション  Noble Mission(英)  ,オーシャンウェイ  Oceanway(米)  ,Street Cry  (愛)  ,-2.449540250426434,11
2,3,3,ノーブルクロンヌ,牝2,55.0,黛,高柳瑞,448(+4),美浦,2023103657,01109,フィエールマン  ,ステファニーラン  ,スウェプトオーヴァーボード  Swept Overboard(米)  ,-1.2283562259844782,8
3,4,4,ウインターブレス,牡2,56.0,原,竹内,496(-2),美浦,2023103521,01184,ハービンジャー  Harbinger(英)  ,フェイブルネージュ  ,ディープインパクト  ,-3.303281021119481,12
4,5,5,コスモアマデウス,牡2,56.0,柴田大,畠山,494(+4),美浦,2023106451,01009,Dawn Approach  (愛)  ,テオロジア  Teologia(愛)  ,Teofilo  ,-1.0578250405044638,7
5,5,6,マッキュラシオン,牡2,56.0,三浦,武市,494(-2),美浦,2023102732,01122,イスラボニータ  ,ジュヴィ  ,ハーツクライ  ,-1.374276649403635,9
6,6,7,ノリマル,牡2,56.0,菅原明,尾形,458(0),美浦,2023106079,01179,ブリックスアンドモルタル  Bricks and Mortar(米)  ,ガジュマル  ,ヴィクトワールピサ  ,-0.5253495136877262,4
7,6,8,グリーンエナジー,牡2,56.0,戸崎圭,上原佑,492(+10),美浦,2023105456,05386,スワーヴリチャード  ,シンバルII  Cymbal(愛)  ,Singspiel  (愛)  ,-0.7834153568857776,5
8,7,9,グランアルト,牡2,56.0,横山武,斎藤誠,514(+2),美浦,2023104156,01170,ワールドプレミア  ,ハクモクレン  ,シャンハイボビー  Shanghai Bobby(米)  ,-1.503615646991478,10
9,7,10,フォンドルレール,牡2,56.0,吉田豊,戸田,422(0),美浦,2023103799,00733,ルヴァンスレーヴ  ,ダンスウィズキトゥン  ,Kitten's Joy  (米)  ,-0.912909180088583,6
10,8,11,カルダモン,牝2,55.0,プーシャン,黒岩,464(+18),美浦,2023107051,05678,キズナ  ,シークレットスパイス  Secret Spice(米)  ,ディスクリートキャット  Discreet Cat(米)  ,0.1261596001777646,2
11,8,12,プレイザリード,牡2,56.0,ルメール,加藤士,482(+4),美浦,2023103471,05339,キズナ  ,ダンスアミーガ  ,サクラバクシンオー  ,0.8639235026574824,1
