,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ソルトバーン,牝2,55.0,吉田隼,和田雄,420(+6),美浦,2023102163,01095,ノーブルミッション  Noble Mission(英)  ,ミスミズ  Missmizz(米)  ,Mizzen Mast  ,-2.463352956025223,12
1,1,2,アクティングエリア,牝2,52.0,▲石神道,天間,442(-4),美浦,2023109090,01209,シルバーステート  ,クエルクス  ,フジキセキ  ,1.5264742360494024,1
2,2,3,ハーディジェナー,牝2,52.0,▲上里,西田,428(0),美浦,2023104628,01217,シルバーステート  ,トーセンハーディ  Tosen Hardi(英)  ,Compton Place  ,1.1030859555444865,2
3,2,4,ヒコボシ,牡2,56.0,江田照,田村,406(+4),美浦,2023102109,00689,サートゥルナーリア  ,アスティル  ,ステイゴールド  ,-2.111217577870698,9
4,3,5,ミルトメテオ,牡2,54.0,△柴田裕,中竹,496(+2),栗東,2023102544,01212,タワーオブロンドン  ,メテオーリカ  ,ディープインパクト  ,-3.0676017873490635,14
5,3,6,ロードメルヴェイユ,牡2,56.0,富田,長谷川,474(+20),栗東,2023105822,01168,ロードカナロア  ,メイズオブオナー  ,ハーツクライ  ,0.16574171038574415,3
6,4,7,シトリンテソーロ,牝2,54.0,☆西塚,武市,416(+2),美浦,2023106730,01200,フィエールマン  ,デイトンテソーロ  ,Violence  ,-2.190111588466802,11
7,4,8,ブライトエアリー,牝2,55.0,横山琉,相沢,464(0),美浦,2023102362,01192,ウインブライト  ,イルジオーネ  ,ワークフォース  Workforce(英)  ,-0.549892239810709,4
8,5,9,ニシノシャルム,牝2,53.0,◇今村,栗田,442(0),美浦,2023105138,01193,キタサンブラック  ,チャームクォーク  ,クロフネ  ,-1.7109477808053637,7
9,5,10,マルモリラピダス,牡2,56.0,泉谷,緒方,436(+8),栗東,2023104838,01182,サトノクラウン  ,ミヤビエメライン  ,マンハッタンカフェ  ,-2.177478955230758,10
10,6,11,ラングドシャ,牝2,55.0,荻野極,上原佑,456(+18),美浦,2023103620,01160,キズナ  ,ウアラネージュ  ,エイシンフラッシュ  ,-0.7862338566361229,5
11,6,12,チェンドル,牝2,53.0,◇永島,小手川,446(+6),美浦,2023105919,01187,アルアイン  ,ルタンブル  ,エイシンフラッシュ  ,-3.165979094297065,15
12,7,13,ビリージェイ,牡2,56.0,杉原,高柳瑞,446(0),美浦,2023103311,01135,ロードカナロア  ,アクアリング  ,Anabaa  ,-1.7671669819186049,8
13,7,14,ベリンガム,牡2,56.0,丸山,矢嶋,458(-4),美浦,2023105651,01127,キズナ  ,ユーロナイトメア  Euro Nightmare(愛)  ,Kodiac  ,-1.1386770609413683,6
14,8,15,マイネルヴェーゼン,牡2,56.0,丹内,相沢,450(+2),美浦,2023106471,01091,ベンバトル  Benbatl(英)  ,ペルソナリテ  ,ステイゴールド  ,-4.018514762506652,16
15,8,16,テルケンレンスキー,牡2,56.0,木幡初,竹内,482(+2),美浦,2023100954,01153,サトノダイヤモンド  ,バレエシューズII  Ballet Shoes(愛)  ,Galileo  (愛)  ,-3.0005222929190105,13
