,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ビアリッツ,牝2,55.0,幸,北出,432(+8),栗東,2023102697,00732,ダノンスマッシュ  ,コートダルジャン  ,ハーツクライ  ,-0.7692442738748108,3
1,2,2,コズミックフレア,牝2,55.0,松山,吉田,468(+4),栗東,2023103852,01126,アメリカンペイトリオット  ,ハービンマオ  ,ハービンジャー  Harbinger(英)  ,-4.578486599553008,12
2,3,3,ドリームキャリー,牝2,54.0,☆吉村,新谷,462(0),栗東,2023100063,01216,シニスターミニスター  Sinister Minister(米)  ,コウエイダリア  ,ジャングルポケット  ,-0.7788625520692671,4
3,4,4,リーチグローリー,牝2,55.0,和田竜,浜田,496(0),栗東,2023103590,01018,リーチザクラウン  ,リュミエールドール  ,ルーラーシップ  ,-1.731428852962598,7
4,5,5,ジーティービキニ,牝2,55.0,北村友,松下,496(0),栗東,2023107267,01102,キズナ  ,ムミービーチ  Mumy Beach(亜)  ,Treasure Beach  (英)  ,-3.5529612838742763,11
5,5,6,ディヴァインボンド,牝2,55.0,西村淳,中内田,464(+6),栗東,2023101139,01171,キズナ  ,ディスタントゴッデス  Distant Goddess(英)  ,Dubawi  ,-3.344784288967537,10
6,6,7,シュネードリーム,牝2,55.0,高杉,緒方,448(+2),栗東,2023102831,01213,ゴールドドリーム  ,フロイデシューネル  ,ワイルドラッシュ  Wild Rush(米)  ,-0.5119103250315102,1
7,6,8,オッハッピー,牝2,52.0,▲田山,西村,420(+4),栗東,2023102457,01220,ハッピースプリント  ,エイシンイザナミ  ,シンボリクリスエス  ,-0.6705602060540231,2
8,7,9,ジャズホリック,牝2,55.0,田口,梅田,466(0),栗東,2023104549,01208,コパノリッキー  ,ハニードント  ,クロフネ  ,-1.4961514371138116,6
9,7,10,ショコラプリン,牝2,55.0,坂井,四位,506(+2),栗東,2023105272,01163,クリソベリル  ,エスメラルディーナ  ,Harlan's Holiday  ,-2.2578530136074306,9
10,8,11,スマイルガーデン,牝2,55.0,Ｃデムーロ,西村,472(-2),栗東,2023107077,05473,ナダル  Nadal(米)  ,スマイルシャワー  ,シンボリクリスエス  ,-0.89862794396962,5
11,8,12,ラブペイトー,牝2,55.0,城戸,羽月,448(0),栗東,2023105611,01147,アメリカンペイトリオット  ,ラブカテリーナ  ,オレハマッテルゼ  ,-1.9968006782933119,8
