,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,サルヴァトーレ,牡6,60.0,草野,和田郎,490(+2),美浦,2020100301,01113,キズナ,セレブラール,ボストンハーバー
1,2,2,ベラトール,牡4,60.0,大江圭,西田,502(+16),美浦,2022102788,01120,ミッキーグローリー,アモーレヴォレ,アグネスデジタル
2,3,3,コルデアニル,牝6,58.0,黒岩,金成,474(-8),美浦,2020103154,01072,モーリス,ブルザンインディゴ,フジキセキ
3,3,4,ワキノノーブル,牝5,58.0,難波,宮本,470(+12),栗東,2021106394,01066,トウケイヘイロー,トウケイスペシャル,スペシャルウィーク
4,4,5,モナコブル,牡5,60.0,五十嵐,岩戸,472(+10),美浦,2021109096,01069,ニューイヤーズデイ,メイチャリティ,ネオユニヴァース
5,4,6,ボールドハーテッド,牡4,60.0,伴,平岩,462(-8),美浦,2022103551,01149,マジェスティックウォリアー,フィアレス,スペシャルウィーク
6,5,7,ブラックシールド,牡7,60.0,小牧加,小栗,468(-4),栗東,2019105197,01196,キタサンブラック,ゴールドエッセンス,キングカメハメハ
7,5,8,ナスノソナタ,牡4,57.0,▲水沼,武井,490(0),美浦,2022106544,01201,レイデオロ,ナスノシンフォニー,ハーツクライ
8,6,9,アウスヴァール,セ8,60.0,森一,昆,492(-4),栗東,2018101010,01139,ノヴェリスト,カネツスペシャル,スペシャルウィーク
9,6,10,コスモアミマネラ,牡5,60.0,小坂,柄崎,490(-2),美浦,2021106768,01063,Study of Man,ヴァニティールールズ,New Approach
10,7,11,シャトーホークビル,牡4,60.0,江田勇,加藤和,458(+6),美浦,2022107268,01023,ホークビル,ノーモアクライ,Cozzene
11,7,12,タガノバルコス,牡7,60.0,高田,秋山,486(-6),栗東,2019100549,01046,キタサンブラック,タガノレヴェントン,キングカメハメハ
12,8,13,フェスティヴビーム,セ6,57.0,▲小林凌,畠山,480(+8),美浦,2020102452,01177,リアルスティール,マクシマール,アグネスタキオン
13,8,14,ライラスター,セ7,60.0,上野,田中剛,468(0),美浦,2019105336,01087,ロードカナロア,ハープスター,ディープインパクト
