,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,メイショウトム,牡5,60.0,難波,谷,486(0),2.3,1,栗東,2021110065,1066,パレスマリス,Nothing But Tom,Street Cry
1,2,2,ホルトバージ,牡5,60.0,小牧加,柴田,492(+14),6.5,3,栗東,2021102905,1196,キンシャサノキセキ,プレインズウーマン,Zensational
2,3,3,シュエットアムール,牝4,57.0,▲水沼,加藤和,416(-10),27.4,8,美浦,2022103517,1201,ゴールドシップ,シュエットヌーベル,スマートファルコン
3,4,4,インターステラ,牡4,60.0,江田勇,天間,468(-12),9.2,4,美浦,2022103576,1023,ダノンバラード,ラステラ,サッカーボーイ
4,5,5,クリアクォーツ,牡4,60.0,大江圭,的場,478(0),26.4,7,美浦,2022101587,1120,タワーオブロンドン,クリアソウル,アグネスデジタル
5,6,6,ガストン,セ7,60.0,小坂,高橋康,474(+8),2.8,2,栗東,2019105461,1063,シルバーステート,ミッキーパール,タニノギムレット
6,7,7,ツーエムクロノス,牡4,60.0,中村,本田,518(+12),14.3,5,栗東,2022103651,1101,ノーブルミッション,スペランツァーレ,シングスピール
7,8,8,バトラーズワーフ,セ4,58.0,△坂口,浅利,458(+2),15.6,6,美浦,2022105252,1211,ブリックスアンドモルタル,エオリアンハープ,キングカメハメハ
