,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,フロンティエール,牡3,57.0,佐々木,池添,栗東,2022105012,1197,キズナ ,ブレステイキングルック Breathtaking Look(英) ,Bated Breath ,1.053383577529452,2,0.1473758680049697,2,,
1,1,2,ニシノヒルブライト,牝3,53.0,◇永島,稲垣,美浦,2022101172,1187,カレンブラックヒル ,ニシノミチシルベ ,タイキシャトル ,1.2135880873637006,1,0.19820861657513994,1,,
2,2,3,ワンウェイトゥヘル,牡3,57.0,長岡,中村,栗東,2022102701,1142,タワーオブロンドン ,アリアプーラ Aria Pura(豪) ,Flying Spur ,-0.6739396973921177,12,-0.4007022717698466,12,,
3,2,4,コーリンフウガ,牡3,57.0,原田和,小野,美浦,2022106396,1143,ベストウォーリア ,コーリンスピカ ,トーセンダンス ,0.2170033231484937,9,-0.11800684328068545,9,,
4,3,5,アスターニルギリ,牡3,54.0,▲柴田裕,中竹,栗東,2022100205,1212,モーリス ,メイショウイザナミ ,パイロ Pyro(米) ,0.299990398362313,6,-0.09167511807967578,6,,
5,3,6,レッドソニード,牡3,57.0,斎藤,嘉藤,美浦,2022105403,1178,イスラボニータ ,ダンスグルーヴィ ,ルーラーシップ ,0.9329398497812592,4,0.10915918024872366,4,,
6,4,7,アドラマリク,牡3,57.0,黛,稲垣,美浦,2022101996,1109,パイロ Pyro(米) ,アドリア ,ヴィクトワールピサ ,-1.2439860133504759,15,-0.5815774611290186,15,,
7,4,8,ハクサンリバーブ,牡3,54.0,▲石神道,松山,美浦,2022100239,1209,ハクサンムーン ,サウンドウェーブ ,シンボリクリスエス ,-0.6295478180686872,11,-0.3866167679189252,11,,
8,5,9,ロイヤルテール,牡3,57.0,小崎,畑端,栗東,2022100027,1152,レイデオロ ,マダムストーリー ,ストリートセンス Street Sense(米) ,0.9720890331848836,3,0.12158118134434129,3,,
9,5,10,クインズパフェ,牝3,55.0,藤懸,藤野,栗東,2022106591,1138,ディスクリートキャット Discreet Cat(米) ,フライアゲイン Fly Again(米) ,Fusaichi Pegasus ,-0.09281292819950902,10,-0.21631126444847773,10,,
10,6,11,ジェミート,牡3,57.0,富田,四位,栗東,2022100327,1168,モーニン ,オスカークイーン ,シニスターミニスター Sinister Minister(米) ,0.23913927953658656,8,-0.11098312399462808,8,,
11,6,12,キャピタルプレイン,牝3,55.0,荻野極,千葉,美浦,2022106676,1160,ノーブルミッション Noble Mission(英) ,ポポチャン ,トウカイテイオー ,-1.0356152171386492,14,-0.5154615927045856,14,,
12,7,13,デルマムーン,牡3,57.0,シュタルケ,鹿戸,美浦,2022101964,5115,マインドユアビスケッツ Mind Your Biscuits(米) ,デルマアラレチャン ,スクリーンヒーロー ,0.32024446829165854,5,-0.08524851969423528,5,,
13,7,14,クオレプリマドンナ,牝3,55.0,丸山,和田郎,美浦,2022105115,1127,モーリス ,ラストプリマドンナ ,ダイワメジャー ,-0.8239963334449919,13,-0.44831510900928007,13,,
14,8,15,スマートテンペスト,牡3,57.0,鮫島駿,西園翔,栗東,2022102734,1157,スマートオーディン ,スマートサクソン ,ドリームジャーニー ,-1.5264645851540017,16,-0.6712076608768643,16,,
15,8,16,バチェラーパーティ,牡3,57.0,川須,中尾,栗東,2022106370,1128,バゴ Bago(仏) ,バチェロレッテ ,ロードカナロア ,0.276610595469058,7,-0.09909350875620904,7,,
