,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,エイミームーン,牝3,55.0,荻野極,矢野,美浦,2022106013,1160,ポアゾンブラック ,ジョジョニー ,ゴールドアリュール ,0.17907842735650117,4,-0.1300403790053591,4,,
1,1,2,ハイゼンスレイ,牝3,55.0,川須,畑端,栗東,2022102631,1128,ディスクリートキャット Discreet Cat(米) ,シルクドレス ,ディープスカイ ,-0.09399590129988177,7,-0.2166866207617222,7,,
2,2,3,エコロディーナ,牝3,52.0,▲柴田裕,牧浦,栗東,2022105733,1212,ブリックスアンドモルタル Bricks and Mortar(米) ,レイヌドネージュ ,フジキセキ ,-1.5857899106160827,16,-0.6900315339137568,16,,
3,2,4,メイショウミスイチ,牝3,55.0,鮫島良,牧浦,栗東,2022102843,1099,フィエールマン ,メイショウクノイチ ,エンパイアメーカー Empire Maker(米) ,-1.1232729888328983,14,-0.5432753257472154,14,,
4,3,5,シセイレジーナ,牝3,55.0,亀田,北出,栗東,2022106724,1176,アニマルキングダム Animal Kingdom(米) ,シセイキセキ ,シンボリクリスエス ,-1.3072728450654172,15,-0.6016583165786981,15,,
5,3,6,フェデルミエール,牝3,55.0,小崎,中川,美浦,2022104479,1152,ゴールドアクター ,エリーフェアリー ,アルデバランII Aldebaran(米) ,-1.0898878666621767,13,-0.5326822561573236,13,,
6,4,7,カルミアクラウン,牝3,55.0,斎藤,吉岡,栗東,2022107317,1178,サトノクラウン ,ライラプス ,フレンチデピュティ French Deputy(米) ,0.8150833984141139,2,0.07176343298844373,2,,
7,4,8,ルクスデイジー,牝3,55.0,鮫島駿,高橋亮,栗東,2022101127,1157,カリフォルニアクローム California Chrome(米) ,スマートアストリア ,ストラヴィンスキー ,0.589925363433631,3,0.0003209886243108332,3,,
8,5,9,ホウオウギフト,牝3,55.0,藤懸,池上,美浦,2022103560,1138,ブリックスアンドモルタル Bricks and Mortar(米) ,ホウオウクリスティ ,ハーツクライ ,0.052071424649232076,6,-0.17033958807225238,6,,
9,5,10,セイウングレイ,牝3,54.0,☆松本,竹内,美浦,2022100399,1191,バゴ Bago(仏) ,ニシノビアンカ ,クロフネ ,-0.12575213725252885,8,-0.22676284620247952,8,,
10,6,11,イスラパシフィカ,牝3,55.0,黛,柄崎,美浦,2022105835,1109,イスラボニータ ,ピースバーグ ,Sageburg ,2.8594227902508047,1,0.7204305048757881,1,,
11,6,12,マッセダムール,牝3,52.0,▲川端,橋口,栗東,2022107009,1195,レイデオロ ,ドロミティ Dolomiti(亜) ,Pure Prize ,-0.4544512658092501,11,-0.33105878752426304,11,,
12,7,13,マリリンアスク,牝3,55.0,吉田隼,久保田,美浦,2022102298,1095,リオンディーズ ,ネヴァーハーツ ,ハーツクライ ,0.1325446924617845,5,-0.1448054917252284,5,,
13,7,14,シックスレイヴンズ,牝3,55.0,佐々木,岩戸,美浦,2022106721,1197,Raven's Pass ,サンタメテ Santermete(愛) ,Intense Focus ,-0.21528609405204344,9,-0.25517189111133415,9,,
14,8,15,ライズトゥザトップ,牝3,55.0,シュタルケ,牧,美浦,2022107284,5115,パイロ Pyro(米) ,クリスタルキャノン ,クロフネ ,-0.3442592634283378,10,-0.2960949631146517,10,,
15,8,16,キョラムン,牝3,55.0,小沢,石橋,栗東,2022107147,1185,カレンブラックヒル ,ネリヤカナヤ ,タイキシャトル ,-0.6214304174570113,12,-0.3840411239201165,12,,
