,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ジーティーファラオ,牡3,57.0,丸山,矢作,栗東,2022100368,1127,American Pharoah (米) ,エクォ Eqho(米) ,Giant's Causeway (米) ,1.8857347688850281,3,0.2877222127997467,3,,
1,2,2,エールヴィリース,牡3,54.0,▲川端,橋口,栗東,2022104225,1195,ワンアンドオンリー ,エムエヌメロディー ,グラスワンダー ,0.547819052518044,8,-0.0649010154957984,8,,
2,3,3,ロードシックザール,牡3,57.0,長岡,吉岡,栗東,2022100661,1142,ロードカナロア ,ワイルドココ ,Shirocco ,1.9939228856480222,1,0.3162364476872589,1,,
3,4,4,ミラクルブルー,牡3,57.0,鮫島駿,小林,栗東,2022103587,1157,ホッコータルマエ ,レジェンドブルー ,ステイゴールド ,0.8319498784538505,7,0.009984964147093905,7,,
4,4,5,スコーピオンイメル,牡3,57.0,富田,武英,栗東,2022104496,1168,ホッコータルマエ ,ダーリングバード Darling Bird(米) ,Birdstone ,1.313115202223554,5,0.13680167444949703,5,,
5,5,6,ベイビーベリッシモ,牡3,57.0,小崎,大和田,美浦,2022102728,1152,ロゴタイプ ,カルテブランシェ ,ゴールドアリュール ,-1.2657472641241392,13,-0.5428874846576675,13,,
6,5,7,クレスコドルフィン,牡3,57.0,角田和,長谷川,栗東,2022107299,1186,クレスコグランド ,ミヤビペルラ ,ロードカナロア ,1.5381294437064483,4,0.1961067915607812,4,,
7,6,8,ガスパール,牡3,57.0,佐々木,金成,美浦,2022105354,1197,ジャスタウェイ ,シルヴァーカップ Silver Cup(愛) ,Almutawakel ,-0.3912516380161659,10,-0.3124040042439104,10,,
8,6,9,タイセイアルジャン,牡3,54.0,▲柴田裕,森田,栗東,2022105931,1212,クリエイターII Creator(米) ,アメリデラックス ,アメリカンボス ,1.9582283866707235,2,0.3068287478540097,2,,
9,7,10,サンライズフーガ,牡3,54.0,▲和田陽,前川,栗東,2022104429,1223,ルーラーシップ ,カリブストーリー ,アグネスタキオン ,-0.5703820519214048,11,-0.3596159056099427,11,,
10,7,11,エレクトリファイド,牡3,57.0,荻野極,池江,栗東,2022104701,1160,キズナ ,エレクトラム Elektrum(愛) ,High Chaparral (愛) ,1.1278698047793996,6,0.08797809814005217,6,,
11,8,12,メイショウキタダケ,牡3,55.0,◇永島,荒川,栗東,2022107191,1187,ゴールデンマンデラ ,デンコウミシオン ,メイショウサムソン ,-0.707872176186818,12,-0.3958530249472323,12,,
12,8,13,ディースプレマシー,牡3,57.0,川須,牧,美浦,2022104312,1128,ディーマジェスティ ,ディアレストトリックスキ Dearest Trickski(米) ,Proudest Romeo ,-0.14778268952233206,9,-0.24823493472976738,9,,
