,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ユメハハテシナク,牡5,58.0,菱田,石坂,栗東,2020106399,1144,ダイワメジャー ,テイコフトウショウ ,タイキシャトル ,0.4692526211093167,4,-0.0742121202705251,4,,
1,2,2,エンツォウーノ,セ5,58.0,松本,田中克,栗東,2020104790,1191,エイシンヒカリ ,トレノエンジェル ,タイキシャトル ,0.4133089410355044,5,-0.09356025991409712,5,,
2,3,3,サパテアール,セ6,58.0,丸山,畠山,美浦,2019102514,1127,プリサイスエンド Precise End(米) ,ファーレサルティ ,ダンスインザダーク ,0.05949564656373255,7,-0.21592670095194036,7,,
3,4,4,ダディーズトリップ,牡9,58.0,藤懸,千田,栗東,2016100126,1138,ドリームジャーニー ,ヴードゥーレディ ,デインヒル Danehill(米) ,1.017981271667282,3,0.11556585900106395,3,,
4,4,5,ティンティンデオ,牡4,58.0,鮫島駿,小崎,栗東,2021104302,1157,ドレフォン Drefong(米) ,レガリニ Legallini(米) ,ハードスパン Hard Spun(米) ,1.0713138163756284,2,0.13401093664348326,2,,
5,5,6,オーバーザドリーム,牡5,58.0,佐々木,清水久,栗東,2020105734,1197,ヘニーハウンド ,マザーレイク ,サンデーサイレンス Sunday Silence(米) ,-1.0987802970635183,13,-0.6165168064566506,13,,
6,5,7,エクリプスルバン,セ4,58.0,富田暁,田中博,美浦,2021106623,1168,シニスターミニスター Sinister Minister(米) ,キングベイビー ,マンハッタンカフェ ,-0.037252269764044006,8,-0.24938699875259743,8,,
7,6,8,ヒデノレインボー,牡6,58.0,シュタルケ,梅田,栗東,2019102705,5115,シニスターミニスター Sinister Minister(米) ,カリビアンセレブ ,ゴールドアリュール ,1.1280252154688901,1,0.1536245921554382,1,,
8,6,9,ボックスオフィス,牡4,58.0,川又,吉村,栗東,2021101691,1166,タリスマニック Talismanic(英) ,ベストピクチャー ,Dubawi ,-0.9129012654843599,12,-0.5522304839433592,12,,
9,7,10,ラオラシオン,牡4,58.0,吉田隼,斎藤誠,美浦,2021105262,1095,クリエイターII Creator(米) ,ラセレシオン ,ゼンノロブロイ ,0.39727063769264653,6,-0.09910711225406041,6,,
10,7,11,テーオーレガシー,牡5,58.0,川須,宮,栗東,2020100604,1128,ダンカーク Dunkirk(米) ,ココモオレンジ ,キングカメハメハ ,-0.4916220091016399,11,-0.40653091840389816,11,,
11,8,12,ログラール,牡4,58.0,小沢,松永幹,栗東,2021105662,1185,モーリス ,ディアデラマドレ ,キングカメハメハ ,-0.46755297485382935,10,-0.3982066352123362,10,,
12,8,13,タイキエクセロン,牡6,58.0,国分恭,西園翔,栗東,2019103996,1124,アメリカンペイトリオット ,グッドイヴニング ,コマンズ Commands(豪) ,-0.34707277566884653,9,-0.35653851979624623,9,,
