,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,バルダンツァ,牡4,56.0,◇永島,天間,美浦,2021102595,1187,ドリームバレンチノ ,クイーンキセキ ,フジキセキ ,-0.6208170090561086,8,-0.45121305045299204,8,,
1,2,2,カビーリア,牡5,58.0,角田和,飯田,栗東,2020106639,1186,サトノアラジン ,エスジーアンクル ,シニスターミニスター Sinister Minister(米) ,0.5406800928336549,3,-0.04950890633310825,3,,
2,3,3,インペリアルモート,牡4,58.0,佐々木,高柳瑞,美浦,2021102352,1197,マジェスティックウォリアー Majestic Warrior(米) ,エバーグレーズ ,シンボリクリスエス ,-1.4609015609203904,10,-0.7417565613631087,10,,
3,3,4,リュクスドレフォン,牡5,58.0,藤懸,平田,栗東,2020106927,1138,ドレフォン Drefong(米) ,リュクスメジャー ,ダイワメジャー ,-0.0141531924187968,6,-0.24139817546596629,6,,
4,4,5,アスキステソーロ,牡5,58.0,菱田,千葉,美浦,2020104924,1144,ドゥラメンテ ,メイデイローズ May Day Rose(米) ,Rockport Harbor ,0.22445776845943918,5,-0.15887449834161993,5,,
5,4,6,ハイグッドワールド,牡4,55.0,▲柴田裕,谷,栗東,2021104474,1212,アジアエクスプレス ,ハイフィールド ,マーベラスサンデー ,0.5872244074745976,1,-0.03341154023028609,1,,
6,5,7,クルル,牡6,55.0,▲川端,高橋文,美浦,2019106842,1195,ミュゼスルタン ,メイビーズエイム ,スペシャルウィーク ,-1.6828010381286085,12,-0.8185005665160694,12,,
7,5,8,ソウルユニバンス,セ8,58.0,亀田,平田,栗東,2017105358,1176,キンシャサノキセキ ,シーカーマ C Karma(米) ,Exchange Rate ,0.2587977882507475,4,-0.1469979915153148,4,,
8,6,9,トーレ,牡4,58.0,長岡,高橋亮,栗東,2021103161,1142,マジェスティックウォリアー Majestic Warrior(米) ,マミモナ ,ダンスインザダーク ,-0.7775759773454155,9,-0.5054281897652798,9,,
9,6,10,アルゴナヴィス,牡4,58.0,鮫島駿,池江,栗東,2021105750,1157,ドゥラメンテ ,プリティカリーナ Pretty Carina(米) ,Seeking the Gold ,0.5497632228467523,2,-0.046367502913414474,2,,
10,7,11,ストロングブラック,牡4,58.0,国分恭,粕谷,美浦,2021109063,1124,インカンテーション ,コウヨウアイリーン ,ダンスインザダーク ,-1.7220533199240053,13,-0.8320759807273646,13,,
11,7,12,グディンナ,牝4,56.0,小崎綾也,牧田,栗東,2021102162,1152,ラブリーデイ ,アンドリエッテ ,ディープインパクト ,-0.04993036870872234,7,-0.2537717233269017,7,,
12,8,13,テンカオーライ,牡5,58.0,荻野極,松下,栗東,2020102959,1160,マインドユアビスケッツ Mind Your Biscuits(米) ,トゥールエッフェル ,フレンチデピュティ French Deputy(米) ,-2.3167139739151037,14,-1.0377395580747457,14,,
13,8,14,ワンダーウィルク,牡6,58.0,小沢,今野,栗東,2019103092,1185,ザファクター ,ワンダービーナス ,バゴ Bago(仏) ,-1.604925700067296,11,-0.7915673559440682,11,,
