,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ピジョンポイント,牡2,56.0,津村,岩戸,美浦,2022103514,01092,ブリックスアンドモルタル Bricks and Mortar(米) ,サマーロコガール ,キングカメハメハ ,-2.5881061779552432,7
1,2,2,ソナタン,牡2,56.0,田辺,和田勇,美浦,2022105241,01075,レッドファルクス ,ヴァイオリンソナタ ,ディープインパクト ,-1.2878378612757488,4
2,3,3,テルケンレングレー,牡2,56.0,原田和,蛯名利,美浦,2022102016,01143,サングレーザー ,シュガーハートコン ,オンファイア ,-3.9967549406416447,10
3,4,4,ライヴスプーン,牝2,52.0,▲石田,尾形,美浦,2022104264,01203,カリフォルニアクローム California Chrome(米) ,クイックモーション ,ディープインパクト ,-3.4086764820599584,8
4,5,5,コスモグリッター,牡2,56.0,柴田大,伊藤大,美浦,2022102598,01009,ウインブライト ,アドマイヤオンリー ,クロフネ ,-2.0698407723473164,6
5,6,6,リケアダージリン,牝2,54.0,☆田口,小野,美浦,2022104576,01208,ヴァンセンヌ ,サクラパピルス ,アグネスデジタル ,-3.8897728915659924,9
6,7,7,プレミアブルー,牡2,56.0,内田博,菊川,美浦,2022102387,00422,トーセンラー ,ナイキアムール ,マヤノトップガン ,-1.0671128763510382,3
7,7,8,センジュコスモス,牝2,55.0,丸田,南田,美浦,2022103083,01117,グレーターロンドン ,カツナデシコ ,カリズマティック Charismatic(米) ,-0.9173183931697565,2
8,8,9,エポカリーナ,牡2,56.0,木幡巧,土田,美浦,2022107233,01162,エポカドーロ ,カルカリーナ ,オウケンブルースリ ,-1.3761536744417182,5
9,8,10,プレシャスデイ,牡2,56.0,横山武,伊坂,美浦,2022104859,01170,ニューイヤーズデイ ,スプレンダークラン ,ルーラーシップ ,0.05216508333595087,1
