,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,アングレット,牝2,55.0,岩部,浅利,美浦,2023105936,00726,マクマホン Mac Mahon(伊) ,サマーウィンドII Sommerwind(亜) ,Sebi Halo ,-2.5212330015719,15
1,1,2,エコールナヴァール,牝2,55.0,戸崎圭,森一,美浦,2023107060,05386,アドマイヤマーズ ,ジューヌエコール ,クロフネ ,-2.136345712448087,14
2,2,3,コパノトーマス,牡2,55.0,原,青木,美浦,2023103037,01184,タニノフランケル ,ラブミーブルー ,サウスヴィグラス ,-0.9606064542565268,9
3,2,4,アイファーアイドル,牡2,55.0,野中,蛯名利,美浦,2023100657,01158,パドトロワ ,オトメローズ ,アサクサデンエン ,-1.5479416708826306,11
4,3,5,リアアーテシアン,牝2,53.0,◇今村,武井,美浦,2023103702,01193,シルバーステート ,チェルシークロイスターズ Chelsea Cloisters(米) ,First Samurai ,0.1608577065856088,5
5,3,6,カンレイスター,牝2,55.0,荻野極,矢野,美浦,2023105558,01160,シスキン Siskin(米) ,ナスノカツラ ,ヴィクトワールピサ ,-1.1557075043331477,10
6,4,7,ホットゥトロット,牡2,55.0,大野,堀内,美浦,2023106325,01096,インディチャンプ ,カトルラポール ,グラスワンダー ,0.16797495095295065,4
7,4,8,ニシノスフィンクス,牝2,55.0,内田博,深山,美浦,2023106275,00422,ホッコータルマエ ,ニシノミンクス ,カジノドライヴ ,-1.9946706181043725,13
8,5,9,アーガイルショア,牝2,55.0,レーン,安田,栗東,2023103718,05585,ナダル Nadal(米) ,ベルプラージュ ,キングカメハメハ ,-0.3031686469762302,6
9,5,10,トワニ,牝2,55.0,団野大成,蛯名正,美浦,2023102694,01180,リオンディーズ ,イニシャルダブル ,ウォーエンブレム War Emblem(米) ,0.1803459955639178,3
10,6,11,トコトコリズム,牝2,55.0,柴田大,粕谷,美浦,2023102165,01009,ミスチヴィアスアレックス Mischevious Alex(米) ,ルイゼリアクィーン ,キングズベスト King's Best(米) ,-2.883310663971275,16
11,6,12,イトハマー,牡2,55.0,木幡巧,牧,美浦,2023106114,01162,モーリス ,ヤマノグラス ,バブルガムフェロー ,0.7226640440749521,1
12,7,13,ノブステップ,牡2,52.0,▲石田,田中勝,美浦,2023103955,01203,ダノンキングリー ,クロースフレンド ,サウスヴィグラス ,-0.305026613814157,7
13,7,14,ランドスター,牡2,55.0,丸田,柄崎,美浦,2023100398,01117,シャンハイボビー Shanghai Bobby(米) ,レディーロックフォード Lady Rochford(愛) ,Invincible Spirit (愛) ,-1.7001001450167972,12
14,8,15,エコログロウ,牡2,55.0,三浦,牧浦,栗東,2023100961,01122,ドレフォン Drefong(米) ,ペイザージュ ,ダイワメジャー ,0.2191853404838922,2
15,8,16,ビレッジルイーザ,牝2,55.0,岩田望,伊藤圭,美浦,2023102170,01174,ノーブルミッション Noble Mission(英) ,オーシャンウェイ Oceanway(米) ,Street Cry (愛) ,-0.31000512449279816,8
