,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,グラスシフォン,牝5,56.0,小沢,松山,美浦,2020103985,1185,シニスターミニスター Sinister Minister(米) ,グラスルノン ,フレンチデピュティ French Deputy(米) ,-0.5175354839001275,10,-0.3510753538511232,10,,
1,1,2,エメラルドビーチ,牡5,58.0,角田和,大久保,栗東,2020110055,1186,Gleneagles (愛) ,Sea Chanter ,War Chant ,-1.3020644433070043,14,-0.6000056953303214,14,,
2,2,3,モナルヒ,牡6,58.0,斎藤,小崎,栗東,2019100723,1178,ヘニーハウンド ,マザーレイク ,サンデーサイレンス Sunday Silence(米) ,-1.8302285834175172,15,-0.7675917075205869,15,,
3,2,4,パーティーベル,牡6,58.0,富田,松永幹,栗東,2019104853,1168,ハービンジャー Harbinger(英) ,パーティードレス ,デュランダル ,0.1680479834611116,5,-0.1335403290487869,5,,
4,3,5,ナイトアクアリウム,牡5,58.0,長岡,杉山佳,栗東,2020103005,1142,ロードカナロア ,ファイブスター ,クロフネ ,0.9523745706081926,2,0.11532579989225984,2,,
5,3,6,ドゥータップ,牡4,58.0,西塚,藤原,栗東,2021110156,1200,Twirling Candy ,Taparelli ,Tapit (米) ,-0.13593857634877557,8,-0.2299949942733459,8,,
6,4,7,ストレングス,牡4,58.0,鮫島駿,寺島,栗東,2021106658,1157,シニスターミニスター Sinister Minister(米) ,ローレライ ,ゴールドアリュール ,-0.908287366051519,13,-0.4750605787319534,13,,
7,4,8,スマートアンバー,牝5,56.0,丸山,西園翔,栗東,2020106396,1127,シニスターミニスター Sinister Minister(米) ,スマートサクソン ,ドリームジャーニー ,0.7629347842786727,3,0.05521672407636406,3,,
8,5,9,ローズバルサム,牝5,56.0,川又,吉村,栗東,2020105625,1166,ブラックタイド ,サリエル ,キングカメハメハ ,-0.2598817485833849,9,-0.26932205265459697,9,,
9,5,10,ジャーヴィス,牡5,58.0,泉谷,千田,栗東,2020103902,1182,ビーチパトロール Beach Patrol(米) ,ジェルヴェーズ ,メイショウサムソン ,-0.5291992023065377,11,-0.3547762413340021,11,,
10,6,11,マルカラピッド,牝5,56.0,今村,今野,栗東,2020102776,1193,マインドユアビスケッツ Mind Your Biscuits(米) ,ヴェルメンティーノ ,ダイワメジャー ,0.0010456023589188311,6,-0.18653003612988367,6,,
11,6,12,キャプテンネキ,牝4,56.0,松若,杉山晴,栗東,2021101523,1154,ダイワメジャー ,キャプテンガール ,キャプテンスティーヴ Captain Steve(米) ,-0.8664948935537111,12,-0.4617998643562794,12,,
12,7,13,ロレンツォ,牡7,58.0,荻野極,加藤征,美浦,2018103341,1160,ロードカナロア ,マリアフィオーレ ,ハーツクライ ,2.8250974032307266,1,0.7095390900849641,1,,
13,7,14,リジル,牝4,56.0,佐々木,奥村豊,栗東,2021101457,1197,ダノンレジェンド ,ロイヤルスピリッツ ,ハーツクライ ,0.2430345824943904,4,-0.10974714782851673,4,,
14,8,15,アイファースキャン,牡5,58.0,秋山稔,根本,美浦,2020101271,1181,アイファーソング ,エスケイティアラ ,スズカマンボ ,-3.6192099893522918,16,-1.3352339174601173,16,,
15,8,16,ヘルモーズ,牡4,58.0,シュタルケ,小林,栗東,2021105431,5115,モーリス ,ヴェルザンディ ,アグネスタキオン ,-0.05355378460513945,7,-0.20385437308207646,7,,
