,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,カフェブルーム,牝5,56.0,佐々木,堀,美浦,2020103552,1197,ドレフォン Drefong(米) ,ピュクシス ,シンボリクリスエス ,-1.1487986873933458,15,-0.5513746072115365,15,,
1,2,2,シュニー,牝5,56.0,シュタルケ,小崎,栗東,2020103474,5115,マインドユアビスケッツ Mind Your Biscuits(米) ,チカリータ ,クロフネ ,2.145637613768966,1,0.4939471028370074,1,,
2,2,3,ペイシャアンジェロ,牝5,56.0,斎藤,伊藤伸,美浦,2020102135,1178,ストロングリターン ,アンジェロ ,マンハッタンカフェ ,0.022217953312420723,7,-0.17981206799170654,7,,
3,3,4,ウエヲムイテゴラン,牝4,56.0,荻野極,萩原,美浦,2021103226,1160,Justify (米) ,オールインファン All in Fun(米) ,Tapit (米) ,-0.17747466908212323,8,-0.24317435957764374,8,,
4,3,5,シュヴァルツリーベ,牝5,56.0,伊藤,林,美浦,2020106101,1119,ドレフォン Drefong(米) ,クロエチャン ,スパイキュール ,0.207379590594145,6,-0.12106044506597793,6,,
5,4,6,アートフォーム,牝4,53.0,▲川端,畑端,栗東,2021102433,1195,シュヴァルグラン ,ラテアート ,サクラバクシンオー ,-0.9103469934136127,14,-0.47571409666321435,14,,
6,4,7,ラジエル,牝6,53.0,柴田裕一郎,嘉藤,美浦,2019105457,1212,ミッキーアイル ,ミスティックリップス Mystic Lips(独) ,ジェネラス Generous(愛) ,0.42209566606517485,5,-0.05293122517269856,5,,
7,5,8,チアフルヴォイス,牝4,55.0,☆西塚,坂口,栗東,2021101634,1200,タリスマニック Talismanic(英) ,エグジラレーション ,ディープインパクト ,-0.21718617270772464,10,-0.2557747843798677,10,,
8,5,9,カフェノワール,牝5,56.0,鮫島駿,池江,栗東,2020100683,1157,ドゥラメンテ ,デプロマトウショウ ,ファスリエフ Fasliyev(米) ,0.6059850862006525,3,0.0054167243833557355,3,,
9,6,10,フイノマジワリ,牝4,56.0,木幡初,竹内,美浦,2021101415,1153,ジャスタウェイ ,ターキー ,Sinndar (愛) ,-0.6130027109172588,13,-0.3813670201261493,13,,
10,6,11,レジーナローズ,牝5,56.0,秋山稔,鈴木慎,美浦,2020104174,1181,リオンディーズ ,ヒルノリスボン ,マンハッタンカフェ ,-0.4807022765137196,12,-0.33938820988717755,12,,
11,7,12,ローゼンモンターク,牝4,56.0,黛,佐藤吉,美浦,2021105790,1109,サトノダイヤモンド ,マルティンスターク ,シンボリクリスエス ,0.4787808758390838,4,-0.03494505849695576,4,,
12,7,13,ニホンピロデルマー,牝4,53.0,▲和田陽,大橋,栗東,2021104209,1223,ブラックタイド ,ニホンピロチャンス ,メイショウボーラー ,-0.21122071589701796,9,-0.2538819502363183,9,,
13,8,14,シンボリノエル,牝4,56.0,丸山,土田,美浦,2021101533,1127,ドレフォン Drefong(米) ,ダンツペンダント ,オレハマッテルゼ ,-0.28281791598316613,11,-0.2765996781833832,11,,
14,8,15,モンシェリ,牝4,56.0,松若,牧田,栗東,2021102399,1154,マクフィ Makfi(英) ,アスールダリア ,エスポワールシチー ,0.7110402509567725,2,0.0387506347805774,2,,
