,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,キタノマテンロウ,牝2,55.0,菊沢,萱野,460(+6),美浦,2023105620,01161,ダノンスマッシュ  ,イノセントデイズ  ,ダイワメジャー  ,-2.389305060820634,7
1,2,2,マーゴットオネイロ,牡2,56.0,斎藤,小林,482(+2),栗東,2023105310,01178,ゴールドドリーム  ,デイトユアドリーム  ,トワイニング  Twining(米)  ,-2.8486855274997587,10
2,2,3,ナムラリアン,牝2,55.0,武藤,武藤,404(+6),美浦,2023100673,01169,サングレーザー  ,ナムラミーティア  ,サクラバクシンオー  ,-2.819866418214639,9
3,3,4,レディサン,牝2,55.0,丹内,栗田,462(+12),美浦,2023104852,01091,パイロ  Pyro(米)  ,ノーブルライラック  ,キンシャサノキセキ  ,-1.758238121779821,4
4,3,5,ピョイットハレルヤ,牝2,55.0,藤懸,浜田,454(+4),栗東,2023105427,01138,フォーウィールドライブ  Four Wheel Drive(米)  ,オルトリンデ  ,ダンスインザダーク  ,-3.0709782602650493,12
5,4,6,フレンチブラッサム,牝2,55.0,野中,柄崎,442(-2),美浦,2023105062,01158,ホッコータルマエ  ,ピッパレジーナ  ,ゴールドアリュール  ,-0.46591269204371005,1
6,4,7,ミュージックレイン,牝2,55.0,江田照,村田,452(+16),美浦,2023104810,00689,マテラスカイ  ,ミスティレイン  ,タニノギムレット  ,-3.545393010997108,15
7,5,8,ウーマンズパワー,牝2,55.0,荻野極,中尾,456(0),栗東,2023103929,01160,タワーオブロンドン  ,ジョジョニー  ,ゴールドアリュール  ,-3.4787011979011857,14
8,5,9,エイシンビリオン,牝2,55.0,小沢,今野,468(+6),栗東,2023105514,01185,モーニン  ,エイシンコアー  ,エイシンデピュティ  ,-1.811830662923025,5
9,6,10,ゴーゴーエイミー,牝2,52.0,▲舟山,東田,468(+26),栗東,2023104239,01221,モーニン  ,グラニースミス  ,ディープインパクト  ,-3.03204876930009,11
10,6,11,タイセイガナール,牡2,56.0,黛,伊藤圭,472(+2),美浦,2023102023,01109,タワーオブロンドン  ,アニムス  ,ゴールドアリュール  ,-3.353839087806553,13
11,7,12,ダブルチャレンジ,牝2,53.0,◇今村,深山,438(+12),美浦,2023104875,01193,シャンハイボビー  Shanghai Bobby(米)  ,ペプチドサクラ  ,キズナ  ,-1.5000365990031612,3
12,7,13,ガルディーノ,牡2,53.0,▲石田,新開,484(-2),美浦,2023105402,01203,ダイワメジャー  ,ドロミティ  Dolomiti(亜)  ,Pure Prize  ,-1.1773689409545862,2
13,8,14,ベアゴーフォー,牡2,53.0,▲佐藤,杉浦,462(+10),美浦,2023101712,01207,シャンハイボビー  Shanghai Bobby(米)  ,カレンシェリーメイ  ,ディープインパクト  ,-2.459124958364526,8
14,8,15,オアシスアラン,牡2,55.0,☆松本,高柳大,480(-6),栗東,2023102459,01191,レイデオロ  ,オアシスクイーン  ,シニスターミニスター  Sinister Minister(米)  ,-2.2441945265603342,6
