,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父
0,1,1,ウイングランブルー,牡5,60.0,大江圭,深山,474(+10),美浦,2020105211,01120,ゴールドシップ  ,サマーラグーン  ,ボストンハーバー  Boston Harbor(米)  
1,2,2,サルサロッサ,牝6,58.0,伴,高柳瑞,456(+2),美浦,2019103100,01149,エスケンデレヤ  ,ノバラ  ,マンハッタンカフェ  
2,3,3,コパノニコルソン,牡6,60.0,小牧加,宮,520(-4),栗東,2019104116,01196,コパノリッキー  ,ソフィアルージュ  ,クロフネ  
3,4,4,ヴラディア,牡6,60.0,石神深,小西,480(-4),美浦,2019105578,01059,ラブリーデイ  ,ユメノトキメキ  ,マーベラスサンデー  
4,5,5,シゲルタヌキ,牡6,60.0,小坂,谷,494(+10),栗東,2019102813,01063,ビッグアーサー  ,シゲルオワリ  ,ファスリエフ  Fasliyev(米)  
5,6,6,スズカキング,牡8,60.0,小野寺,谷,472(+16),栗東,2017105614,01123,キズナ  ,リアリサトリス  Realisatrice(仏)  ,Numerous  
6,7,7,ヴィンテージボンド,牡6,60.0,難波,西園正,492(-4),栗東,2019105095,01066,キズナ  ,ヴィンテージドール  ,ホワイトマズル  White Muzzle(英)  
7,8,8,サンダーアラート,セ4,60.0,上野,田中博,482(+8),美浦,2021101671,01087,サンダースノー  Thunder Snow(愛)  ,テイクウォーニング  ,ディープスカイ  
