,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,アールプロスト,牡3,56.0,丹内,伊藤大,514(-2),美浦,2022102167,01091,ディーマジェスティ  ,タイキアプローズ  ,Devil's Bag  ,-0.8872192336871966,8
1,2,2,アスクシュタイン,牡3,56.0,松本,藤原,518(+20),栗東,2022100161,01191,ドゥラメンテ  ,ヴィクトリアズワイルドキャット  Victoria's Wildcat(米)  ,Bellamy Road  ,-1.4591280927788313,12
2,2,3,キングオブフジ,牡4,58.0,中井,角田,506(+6),栗東,2021106164,01141,ヘニーヒューズ  Henny Hughes(米)  ,ヘイローフジ  ,キングヘイロー  ,0.21703039630615886,3
3,3,4,エンファサイズ,牡5,58.0,小沢,小笠,464(0),美浦,2020103007,01185,リアルスティール  ,ファビュラスセンス  ,グラスワンダー  ,-1.4620269678335391,13
4,3,5,イデアユウシン,牡5,58.0,江田照,松永康,544(+8),美浦,2020106549,00689,ドレフォン  Drefong(米)  ,コウヨウマリア  ,ダンスインザダーク  ,-1.5980904589774623,14
5,4,6,ブルータス,牡3,56.0,杉原,高柳瑞,458(0),美浦,2022103703,01135,リオンディーズ  ,エンパイアブルー  ,エンパイアメーカー  Empire Maker(米)  ,-0.6032616774031656,6
6,4,7,コルサファターレ,セ5,58.0,石神道,中川,504(-12),美浦,2020103318,01209,ダンカーク  Dunkirk(米)  ,カールファターレ  ,キングカメハメハ  ,-0.4095082154648062,5
7,5,8,ミライヘノカギ,牡3,56.0,荻野極,上原佑,528(+8),美浦,2022102062,01160,モズアスコット  ,セラミックアート  ,フジキセキ  ,1.9777798871124725,1
8,5,9,エイブラムス,牡4,58.0,今村,鈴木慎,468(-14),美浦,2021100260,01193,フリオーソ  ,エグジビッツ  ,サウスヴィグラス  ,0.04710182152206118,4
9,6,10,アイウィル,牡4,58.0,西塚,高木,514(+2),美浦,2021103502,01200,ドレフォン  Drefong(米)  ,ジュリーハーツ  ,ハーツクライ  ,-1.2186381992181172,11
10,6,11,アラレタバシル,牡4,58.0,丸山,根本,466(+12),美浦,2021107192,01127,ケープブランコ  Cape Blanco(英)  ,クサナギノツルギ  ,デュランダル  ,0.2977539466745702,2
11,7,12,ユメハハテシナク,牡5,58.0,小林脩,石坂,484(+4),栗東,2020106399,01183,ダイワメジャー  ,テイコフトウショウ  ,タイキシャトル  ,-2.32471531115816,15
12,7,13,ブーバー,牝5,56.0,菊沢,新開,432(0),美浦,2020102840,01161,ロゴタイプ  ,クードロア  ,Hard Spun  (米)  ,-1.04285804741936,10
13,8,14,タマモキャリコ,セ4,58.0,鮫島駿,宮地,424(+8),栗東,2021103197,01157,シニスターミニスター  Sinister Minister(米)  ,ナーゴナーゴハツエ  ,ネオユニヴァース  ,-0.9308307936886661,9
14,8,15,ラオラシオン,牡4,58.0,斎藤,斎藤誠,490(-6),美浦,2021105262,01178,クリエイターII  Creator(米)  ,ラセレシオン  ,ゼンノロブロイ  ,-0.7215362855971452,7
