,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ニュークレド,牡3,56.0,高杉,石坂,432(+2),栗東,2022101601,01213,ブリックスアンドモルタル  Bricks and Mortar(米)  ,トーホウアルテミス  ,ハーツクライ  ,-3.3367617319675715,10
1,2,2,スティルザワン,セ4,58.0,荻野琢,前川,452(-2),栗東,2021100193,01112,マインドユアビスケッツ  Mind Your Biscuits(米)  ,プリモウェイ  Primo Way(米)  ,Giant's Causeway  (米)  ,0.11907215752170917,5
2,3,3,デルシエロ,牡4,57.0,☆吉村,清水久,420(+2),栗東,2021103520,01216,レイデオロ  ,ネオヴィクトリア  ,ディープインパクト  ,-0.46206305011187015,7
3,4,4,エンベッカ,牝3,54.0,西村淳,斉藤崇,420(-6),栗東,2022104824,01171,サトノダイヤモンド  ,シンハリーズ  Singhalese(英)  ,Singspiel  (愛)  ,-1.8913781453867013,9
4,5,5,イガッチ,牡3,56.0,浜中,笹田,470(-2),栗東,2022100699,01115,リアルスティール  ,クリーミーボイス  ,キングカメハメハ  ,-1.6814352865789015,8
5,6,6,ランフォースマイル,牝3,54.0,坂井,渡辺,448(0),栗東,2022104130,01163,サトノダイヤモンド  ,サンキュースマイル  ,ブライアンズタイム  Brian's Time(米)  ,0.8855858502439853,2
6,7,7,サラコスティ,牡3,56.0,北村友,池添,476(+4),栗東,2022104793,01102,エピファネイア  ,サロニカ  ,ディープインパクト  ,0.7075006998894317,3
7,7,8,エボルヴィング,牡4,58.0,松山,藤原,462(+12),栗東,2021105865,01126,ハーツクライ  ,リリサイド  Liliside(仏)  ,American Post  ,0.670485637728032,4
8,8,9,マイネルフルムーン,牡3,56.0,団野,吉田,468(+6),栗東,2022106760,01180,ウインブライト  ,アマレーン  ,アドマイヤムーン  ,-0.12236532936727729,6
9,8,10,アレンテージョ,牡5,58.0,藤岡佑,坂口,478(0),栗東,2020102539,01093,フェノーメノ  ,アルアマーナ  ,ディープインパクト  ,1.6811735937608239,1
