,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,タイセイボーグ,牝2,55.0,佐々木,松下,470(+2),栗東,2023106900,01197,インディチャンプ  ,ヴィヤダーナ  Viyadana(仏)  ,Azamour  (愛)  ,-0.9891904891760589,5
1,2,2,ドナルンバ,牝2,55.0,石橋脩,上原佑,460(+4),美浦,2023103472,01077,サトノアラジン  ,ダンスグルーヴィ  ,ルーラーシップ  ,-1.5764650321112001,9
2,3,3,ルーチェフィオーレ,牝2,55.0,横山和,嘉藤,442(-4),美浦,2023105820,01140,ポエティックフレア  Poetic Flare(愛)  ,ベルフィオーレ  ,ディープインパクト  ,-1.0882540796105171,7
3,4,4,レディーゴール,牝2,55.0,菅原明,池添,456(+6),栗東,2023100917,01179,レイデオロ  ,ケアレディー  Care Lady(亜)  ,Equal Stripes  ,-1.681988871555607,10
4,5,5,フィロステファニ,牝2,55.0,川田,中内田,460(+12),栗東,2023103444,01088,エピファネイア  ,スキア  ,Motivator  ,0.3159432809313762,2
5,6,6,ヒルデグリム,牝2,55.0,横山武,小野,448(0),美浦,2023106457,01170,ゴールドシップ  ,ナーゲルリング  ,レッドスパーダ  ,-1.0704835678820344,6
6,7,7,マルガ,牝2,55.0,武豊,須貝,484(+14),栗東,2023107191,00666,モーリス  ,ブチコ  ,キングカメハメハ  ,-0.9061219805932346,4
7,7,8,ハッピーエンジェル,牝2,55.0,三浦,武市,424(0),美浦,2023100797,01122,ジョーカプチーノ  ,クラウンハッピー  ,スウェプトオーヴァーボード  Swept Overboard(米)  ,0.23304151554487587,3
8,8,9,バースデイフライト,牝2,55.0,和田竜,新谷,458(+14),栗東,2023102906,01018,コントレイル  ,サマーソワレ  Summer Soiree(米)  ,War Front  ,0.4280880978325257,1
9,8,10,ミツカネベネラ,牝2,55.0,津村,鈴木伸,444(0),美浦,2023104523,01092,モーリス  ,ナスカザン  ,ダイワメジャー  ,-1.5431526124996164,8
