,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,オフクマメ,牝2,55.0,荻野琢,松下,468(+6),栗東,2023102105,01112,アメリカンペイトリオット  ,オフクヒメ  ,キンシャサノキセキ  ,-3.7140651521646437,11
1,2,2,テイエムアイラン,牝2,55.0,酒井,宮地,412(-2),栗東,2023100448,01034,ミッキーアイル  ,クインオブザシーズ  ,ノヴェリスト  Novellist(愛)  ,-3.219081675614575,8
2,3,3,ナムラオリガミ,牝2,55.0,小崎,高橋一,448(+2),栗東,2023106236,01152,アルアイン  ,ナムラチヨガミ  ,ヨハネスブルグ  Johannesburg(米)  ,-3.2569009702747325,9
3,4,4,ナオミニオールイン,牝2,55.0,浜中,佐藤悠,436(+4),栗東,2023107052,01115,シルバーステート  ,シーズオールエルティッシュ  Shes All Eltish(米)  ,Eltish  ,-3.555715369605732,10
4,5,5,ダンシングドール,牝2,55.0,高杉,牧田,456(+4),栗東,2023106127,01213,ヴァンセンヌ  ,カラオケスナック  ,スタチューオブリバティ  Statue of Liberty(米)  ,0.2744582261305989,2
5,5,6,シャローアロス,牝2,55.0,坂井,安達,440(+2),栗東,2023103297,01163,キタサンブラック  ,ライトインパリス  Light In Paris(愛)  ,Aussie Rules  ,-0.7623479163844138,4
6,6,7,ナムラコスモス,牝2,55.0,田口,大橋,490(+10),栗東,2023106227,01208,ダノンプレミアム  ,ナムラリコリス  ,ジョーカプチーノ  ,1.2016478994522586,1
7,6,8,フロムレイブン,牝2,55.0,松山,坂口,472(0),栗東,2023103836,01126,タワーオブロンドン  ,キャノピーウォーク  ,ロードカナロア  ,-2.2244546361443427,6
8,7,9,ステイフリー,牝2,55.0,吉田隼,高橋忠,446(+2),栗東,2023100441,01095,ガルボ  ,ブセナ  ,マイネルセレクト  ,-2.469048063903978,7
9,7,10,ペプチドブッドレア,牝2,55.0,川又,吉村,472(+4),栗東,2023105720,01166,イスラボニータ  ,ペプチドセマム  ,エンパイアメーカー  Empire Maker(米)  ,-2.166783974785184,5
10,8,11,モカプウイング,牝2,55.0,岩田望,加藤公,454(-4),栗東,2023103334,01174,マインドユアビスケッツ  Mind Your Biscuits(米)  ,ウイングドウィール  ,シンボリクリスエス  ,-0.14204690090415728,3
11,8,12,クロスボーダー,牝2,55.0,北村友,小林,488(0),栗東,2023106982,01102,リアルスティール  ,クロスセル  ,ルーラーシップ  ,-3.7423530626534554,12
