,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,セルリア,牝2,55.0,佐々木,大和田,444(-4),美浦,2023103843,01197,グレーターロンドン  ,レーヌユニヴェール  ,タイキシャトル  ,-2.107629235114566,10
1,2,2,ジュラトリー,牝2,55.0,津村,池上,470(+10),美浦,2023103437,01092,コントレイル  ,ジュマイエル  Jemayel(愛)  ,Lope de Vega  ,-0.7992769886271682,4
2,3,3,ボーントゥラブユー,牝2,55.0,三浦,小笠,464(+8),美浦,2023106285,01122,コントレイル  ,フェアエレン  ,Street Cry  (愛)  ,-0.9109237785873018,5
3,4,4,アビエーション,牝2,53.0,△長浜,佐藤吉,462(+10),美浦,2023104221,01214,アメリカンペイトリオット  ,シャンパンサーベル  ,キンシャサノキセキ  ,-0.684068067565123,3
4,5,5,ダイユウヴェンティ,牝2,55.0,内田博,松永康,432(-6),美浦,2023105102,00422,サートゥルナーリア  ,クールアンフルール  ,サクラバクシンオー  ,-1.9856551435203385,8
5,6,6,カシノリアーナ,牝2,52.0,▲水沼,天間,440(+2),美浦,2023100421,01201,サトノクラウン  ,ミュゼミランダ  ,ダイワメジャー  ,-2.0735590480070374,9
6,7,7,トレニアムーン,牝2,52.0,▲遠藤,清水英,468(0),美浦,2023100160,01218,ビッグアーサー  ,ソプラノムーン  ,アドマイヤムーン  ,-1.0505627039527778,6
7,7,8,ヒズマスターピース,牝2,55.0,菅原明,国枝,512(-2),美浦,2023105714,01179,スクリーンヒーロー  ,イプスウィッチ  Ipswich(愛)  ,Danehill Dancer  (愛)  ,1.013480680313044,1
8,8,9,サンセリテ,牝2,55.0,戸崎圭,鹿戸,440(+2),美浦,2023107068,05386,コントレイル  ,スウィートリーズン  Sweet Reason(米)  ,ストリートセンス  Street Sense(米)  ,0.14292492142238944,2
9,8,10,ノアシルヴィ,牝2,55.0,菅原隆,天間,466(+2),美浦,2023101392,01129,ファインニードル  ,ミエノプリンプリン  ,ハービンジャー  Harbinger(英)  ,-1.7407099906730732,7
