,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ミッキーチャレンジ,牡6,58.0,佐々木,中内田,506(+2),栗東,2019105526,01197,ジャスタウェイ  ,ルナレガーロ  ,アドマイヤムーン  ,-3.506455222923858,12
1,2,2,ゴールドスター,牡4,58.0,川田,奥村武,460(0),美浦,2021103561,01088,キズナ  ,ワンスインナムーン  ,アドマイヤムーン  ,1.1749632671253367,1
2,3,3,ジュンゴールド,牡4,58.0,戸崎圭,友道,482(0),栗東,2021105591,05386,エピファネイア  ,ジュントップヒトミ  ,ゼンノロブロイ  ,-0.1792483743956973,7
3,4,4,エフォートレス,牡4,58.0,横山和,嘉藤,478(-14),美浦,2021100564,01140,エピファネイア  ,ブライトガーランド  ,ダイワメジャー  ,0.8825524154340187,2
4,5,5,オンザブルースカイ,牡3,56.0,和田竜,谷,458(0),栗東,2022104163,01018,ミスターメロディ  ,フロリール  ,クロフネ  ,-0.2292526760437866,8
5,5,6,ウイントワイライト,牝3,54.0,武豊,西園翔,446(0),栗東,2022106232,00666,レイデオロ  ,ダイワベスパー  ,ダイワメジャー  ,-1.4689941937287347,11
6,6,7,デンクマール,牡3,56.0,ルメール,田中博,546(-8),美浦,2022105143,05339,モーリス  ,リリーノーブル  ,ルーラーシップ  ,0.3405908067715189,5
7,6,8,タイセイカレント,牡3,56.0,横山武,矢作,484(-2),栗東,2022104588,01170,モーリス  ,アイリッシュシー  Irish Sea(愛)  ,Galileo  (愛)  ,-0.31956632586967554,9
8,7,9,エクストラバック,牡4,58.0,石橋脩,西園正,498(-2),栗東,2021110023,01077,Iffraaj  ,エクストラマイル  ,Frankel  ,-0.5338692297049613,10
9,7,10,マテンロウサン,牡3,56.0,横山典,昆,506(+6),栗東,2022110093,00660,Into Mischief  ,ミスパンテール  ,ダイワメジャー  ,0.15447682531041637,6
10,8,11,イブニングタイド,牝3,54.0,菅原明,林,456(+12),美浦,2022105232,01179,ドゥラメンテ  ,イブニングジュエル  Evening Jewel(米)  ,Northern Afleet  ,0.4938715369620011,4
11,8,12,メイケイバートン,牡6,58.0,津村,中竹,472(0),栗東,2019104818,01092,ミッキーアイル  ,テイラーバートン  ,ジャングルポケット  ,0.7253317625052017,3
