,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ボールドタワー,牡2,56.0,菊沢,鈴木慎,476(-2),美浦,2023103016,1161,タワーオブロンドン,アキノバレリーナ,ハーツクライ,0.47538147272673253,5,0.017380477661791523,5,,
1,2,2,セイウンバジリスク,牡2,56.0,菅原明,北出,518(-2),栗東,2023100241,1179,フィレンツェファイア,フィールドメジャー,ダイワメジャー,-0.9258693223926198,12,-0.08764301339372876,12,,
2,2,3,ショウナンタヅナ,牡2,56.0,津村,武市,458(-4),美浦,2023100531,1092,ドレフォン  Drefong(米),ウインフロレゾン,フジキセキ,0.47538147272673253,5,0.017380477661791523,5,,
3,3,4,デルマバンダイサン,牡2,54.0,△鷲頭,井上,478(-4),栗東,2023103424,1202,レイデオロ,シャリオドール,ヴィクトワールピサ,-0.9258693223926198,12,-0.08764301339372876,12,,
4,3,5,ロードアマルフィ,牡2,56.0,丹内,中村,512(-2),栗東,2023105786,1091,ルヴァンスレーヴ,アルセナーレ,クロフネ,0.47538147272673253,5,0.017380477661791523,5,,
5,4,6,メイショウタイザン,牡2,56.0,秋山稔,高橋忠,458(+6),栗東,2023106570,1181,ミッキーアイル,メイショウタラチネ,メイショウボーラー,-0.9258693223926198,12,-0.08764301339372876,12,,
6,4,7,モズタイシソウシ,牡2,53.0,▲和田陽,平田,470(-2),栗東,2023105728,1223,モズアスコット,セイギハカツ,Raven's Pass,-0.9258693223926198,12,-0.08764301339372876,12,,
7,5,8,モンサンヴェロニカ,牝2,53.0,◇永島,平田,476(0),栗東,2023101581,1187,ヴァンゴッホ,テーオーピコタン,ダイワメジャー,1.9866697792127983,1,0.13065126008802563,1,,
8,5,9,ニシノガウェイン,牡2,56.0,横山琉,稲垣,454(+2),美浦,2023106264,1192,マジェスティックウォリアー  Majestic Warrior(米),ニシノメルモ,スペシャルウィーク,1.6421266411751452,2,0.10482781484754942,2,,
9,6,10,ブリッジエフェクト,牡2,56.0,斎藤,斎藤誠,530(0),美浦,2023103547,1178,マインドユアビスケッツ  Mind Your Biscuits(米),ベッサメモー,Uncle Mo  (米),-0.9258693223926198,12,-0.08764301339372876,12,,
10,6,11,ソルプレーザ,牡2,54.0,△長浜,菊川,476(+10),美浦,2023105712,1214,エイシンフラッシュ,ヨッテウタッテ,オレハマッテルゼ,-0.9258693223926198,12,-0.08764301339372876,12,,
11,7,12,ルビーブロンド,牝2,53.0,△柴田裕,笹田,440(-8),栗東,2023105736,1212,モズアスコット,エナジーピエトラ,サウスヴィグラス,-0.9258693223926198,12,-0.08764301339372876,12,,
12,7,13,パノラマステージ,牝2,55.0,プーシャン,牧浦,458(0),栗東,2023107072,5678,レイデオロ,スターリーステージ,ディープインパクト,0.47538147272673253,5,0.017380477661791523,5,,
13,8,14,ヘルメスギャング,牡2,54.0,◇今村,武井,476(+12),美浦,2023100729,1193,ブリックスアンドモルタル  Bricks and Mortar(米),アディクション,ハーツクライ,0.47538147272673253,5,0.017380477661791523,5,,
14,8,15,ホッカイダイオー,牡2,56.0,木幡巧,奥平,494(+16),美浦,2023100962,1162,キセキ,ホワイトヴェール,クロフネ,0.47538147272673253,5,0.017380477661791523,5,,
