,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ロングジーニアス,牝2,55.0,長岡,高橋亮,408(0),栗東,2023103159,1142,ベンバトル  Benbatl(英)  2014 鹿毛  [血統][産駒]  Mr. Prospector系,ジニアスミノル  2012 鹿毛  [血統][産駒]  FNo.[16-c],ディープインパクト  2002 鹿毛  [血統][産駒],1.3516482122901532,2,0.2136769657460431,2,,
1,1,2,ゴリョウセイ,牡2,56.0,松山,松下,480(0),栗東,2023103368,1126,キズナ  2010 青鹿毛  [血統][産駒]  Halo系,カラクレナイ  2014 栗毛  [血統][産駒]  FNo.[10-a],ローエングリン  1999 栗毛  [血統][産駒],-1.4352172784373942,17,-0.5486565446216801,17,,
2,2,3,フレイムスター,牡2,56.0,西村淳,清水久,526(0),栗東,2023101577,1171,ドレフォン  Drefong(米)  2013 鹿毛  [血統][産駒]  Storm Bird系,テーオーヴィーナス  2009 鹿毛  [血統][産駒]  FNo.[4-n],ディープインパクト  2002 鹿毛  [血統][産駒],0.31758414006961366,7,-0.06918623548984802,7,,
3,2,4,ゼルダ,牝2,55.0,和田竜,鈴木孝,476(0),栗東,2023103232,1018,モズアスコット  2014 栗毛  [血統][産駒]  Sadler's Wells系,アガサ  2010 青毛  [血統][産駒]  FNo.[16],マンハッタンカフェ  1998 青鹿毛  [血統][産駒],0.078200174897667,9,-0.13466855571752195,9,,
4,3,5,クリノセーラーマン,牡2,56.0,田口,大橋,480(0),栗東,2023101199,1208,シャンハイボビー  Shanghai Bobby(米)  2010 黒鹿毛  [血統][産駒]  Storm Bird系,ハッピーセーラー  2011 鹿毛  [血統][産駒]  FNo.[3-c],ダンスインザダーク  1993 鹿毛  [血統][産駒],0.7157109383932548,5,0.03971941523041331,5,,
5,3,6,ベネディクション,牝2,52.0,▲古川奈,矢作,418(0),栗東,2023106380,1190,エピファネイア  2010 鹿毛  [血統][産駒]  Roberto系,ディメンシオン  2014 鹿毛  [血統][産駒]  FNo.[9-f],ディープインパクト  2002 鹿毛  [血統][産駒],-0.719259820031066,12,-0.35280986154464306,12,,
6,4,7,ワイルドチャーム,牝2,55.0,岩田望,千田,474(0),栗東,2023105350,1174,サートゥルナーリア  2016 黒鹿毛  [血統][産駒]  Mr. Prospector系,グァカモーレ  Guacamole(米)  2016 黒鹿毛  [血統][産駒]  FNo.[16-h],Flat Out  2006 鹿毛  [血統][産駒],-1.2185217224866733,15,-0.48938052846710345,15,,
7,4,8,ディオレガーロ,牝2,55.0,Ｃデムーロ,長谷川,442(0),栗東,2023107038,5473,サートゥルナーリア  2016 黒鹿毛  [血統][産駒]  Mr. Prospector系,シュプリームギフト  2008 青鹿毛  [血統][産駒]  FNo.[1-t],ディープインパクト  2002 鹿毛  [血統][産駒],1.9386824652474437,1,0.3742573325603006,1,,
8,5,9,キボウホー,牡2,56.0,武豊,松永幹,452(0),栗東,2023103431,666,Zarak  (仏)  2013 鹿毛  [血統][産駒]  Mr. Prospector系,シーユーオールウェイズ  See You Always(英)  2014 鹿毛  [血統][産駒]  FNo.[9-g],Siyouni  2007 鹿毛  [血統][産駒],1.154815412732131,3,0.1598343100664537,3,,
9,5,10,ゼットクイン,牝2,55.0,高杉,宮,434(0),栗東,2023106499,1213,オルフェーヴル  2008 栗毛  [血統][産駒]  Halo系,ソロデビュー  2009 黒鹿毛  [血統][産駒]  FNo.[1-s],シンボリクリスエス  1999 黒鹿毛  [血統][産駒],-1.3172410178115077,16,-0.5163847119113364,16,,
10,6,11,イリノセラビア,牝2,55.0,北村友,吉村,446(0),栗東,2023105171,1102,ダノンプレミアム  2015 青鹿毛  [血統][産駒]  Halo系,ミスエンピリカル  2012 黒鹿毛  [血統][産駒]  FNo.[1-x],プリサイスエンド  Precise End(米)  1997 黒鹿毛  [血統][産駒],0.6065045807106756,6,0.009846546847052653,6,,
