,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ナムライリス,牝4,54.0,△柴田裕,中竹,450(0),栗東,2021101825,1212,マクフィ,ナムラアピア,クロフネ,0.7178532519211726,4,0.017380477661791523,4,,
1,2,2,グランエシェゾー,牝4,56.0,津村,高橋文,504(+2),美浦,2021110138,1092,シャープアステカ Sharp Azteca(米),Crescenda,Bowman's Band,0.5785580557540922,9,0.007898090674845808,9,,
2,2,3,ルシャルムール,セ3,56.0,原,萩原,464(+2),美浦,2022105863,1184,ルヴァンスレーヴ,ルプレジール,ゴールドアリュール,0.7178532519211726,4,0.017380477661791523,4,,
3,3,4,カイトヴィント,牡3,53.0,▲石神道,和田雄,500(+14),美浦,2022102991,1209,ルヴァンスレーヴ,ハートフルデイズ,キングカメハメハ,0.7178532519211726,4,0.017380477661791523,4,,
4,3,5,ロードヴォイジャー,牡3,56.0,丹内,坂口,508(+6),栗東,2022101821,1091,サトノアラジン,ラクテウスオルビス,ホワイトマズル White Muzzle(英),-0.8249299954689869,12,-0.08764301339372876,12,,
5,4,6,シークレットイスラ,牡4,58.0,横山琉,辻,468(+12),美浦,2021106118,1192,イスラボニータ,シークレットベース,テレグノシス,0.026526644267326982,10,-0.029680918628451822,10,,
6,4,7,マテンロウブレイブ,牡3,56.0,横山典,高橋亮,484(-2),栗東,2022105021,660,ナダル Nadal(米),プリモンディアル,ディープインパクト,0.7178532519211726,4,0.017380477661791523,4,,
7,5,8,モリノアミーゴ,牝3,54.0,横山武,鈴木伸,466(+4),美浦,2022106328,1170,モーニン,ロサモスカータ,ヴィクトワールピサ,-0.8249299954689869,12,-0.08764301339372876,12,,
8,5,9,ベネスピラ,牡3,56.0,三浦,鹿戸,450(0),美浦,2022102745,1122,レイデオロ,ペイフォワード,ディープインパクト,0.7178532519211726,4,0.017380477661791523,4,,
9,6,10,マーベリックシチー,牡4,58.0,吉田隼,岡田,468(-4),栗東,2021100387,1095,パイロ Pyro(米),ラフィネシチー,ゴールドアリュール,-1.9365603644919192,14,-0.1633161854453566,14,,
10,6,11,スマートクラビ,牡3,55.0,☆西塚,中村,490(-10),栗東,2022103946,1200,マジェスティックウォリアー Majestic Warrior(米),スマートアテナ,ゴールドアリュール,0.7178532519211726,4,0.017380477661791523,4,,
11,7,12,カルフ,セ4,58.0,嶋田,大和田,464(+10),美浦,2021103342,1134,カリフォルニアクローム California Chrome(米),ミナレット,スズカマンボ,-0.8249299954689869,12,-0.08764301339372876,12,,
12,7,13,スターエンブレム,牡3,56.0,菅原明,林,470(0),美浦,2022105130,1179,ロードカナロア,リッスン Listen(愛),Sadler's Wells (米),-1.9365603644919192,14,-0.1633161854453566,14,,
13,8,14,オロパタジン,牡3,53.0,▲石田,相沢,466(0),美浦,2022102567,1203,ノヴェリスト Novellist(愛),ダンシングチコ,ダイワメジャー,0.7178532519211726,4,0.017380477661791523,4,,
14,8,15,コッレヴェッキオ,牡4,58.0,北村宏,高橋文,472(-8),美浦,2021105730,1043,モーリス,フォンターナリーリ,クロフネ,0.7178532519211726,4,0.017380477661791523,4,,
