,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ライトニングロッド,牝2,55.0,北村友,高橋忠,478(0),栗東,2023101143,01102,サンダースノー  Thunder Snow(愛)  2014 鹿毛  [血統][産駒]  Danzig系,ニードルクラフト  Needlecraft(愛)  2002 栗毛  [血統][産駒]  FNo.[10-c],Mark of Esteem  (愛)  1993 鹿毛  [血統][産駒],0.17888058103398521,4
1,1,2,ミリアリア,牝2,55.0,荻野琢,杉山佳,472(0),栗東,2023102009,01112,ディープブリランテ  2009 鹿毛  [血統][産駒]  Halo系,セイラ  2009 栗毛  [血統][産駒]  FNo.[4-r],スパイキュール  2000 黒鹿毛  [血統][産駒],0.6864362452240378,3
2,2,3,タントレーベル,牝2,54.0,☆吉村,吉村,466(0),栗東,2023101201,01216,ミスチヴィアスアレックス  Mischevious Alex(米)  2017 鹿毛  [血統][産駒]  Storm Bird系,ミラクルフラッグ  2007 栗毛  [血統][産駒]  FNo.[16-h],スパイキュール  2000 黒鹿毛  [血統][産駒],-0.40715417865639314,5
3,2,4,レッツエンジョイ,牡2,53.0,▲田山,石坂,530(0),栗東,2023102104,01220,シュヴァルグラン  2012 栗毛  [血統][産駒]  Halo系,アメリカンニーニャ  2017 鹿毛  [血統][産駒]  FNo.[5-h],Carpe Diem  2012 栗毛  [血統][産駒],-1.2695115214416495,8
4,3,5,アイビーミャーオ,牝2,52.0,▲川端,小林,468(0),栗東,2023101755,01195,フォーウィールドライブ  Four Wheel Drive(米)  2017 鹿毛  [血統][産駒]  Mr. Prospector系,ルンルンキャット  2016 黒鹿毛  [血統][産駒]  FNo.[13-c],キングヘイロー  1995 鹿毛  [血統][産駒],-0.5836205651889177,6
5,3,6,ペプチドレオン,牡2,56.0,岩田望,武英,454(0),栗東,2023104876,01174,ディープブリランテ  2009 鹿毛  [血統][産駒]  Halo系,ペプチドスピカ  2011 鹿毛  [血統][産駒]  FNo.[4-m],ヨハネスブルグ  Johannesburg(米)  1999 鹿毛  [血統][産駒],1.6881986870189276,2
6,4,7,レッドブライトン,牡2,56.0,Ｃデムーロ,奥村豊,472(0),栗東,2023107357,05473,ミッキーアイル  2011 鹿毛  [血統][産駒]  Halo系,レーゲンボーゲン  2002 栗毛  [血統][産駒]  FNo.[19],フレンチデピュティ  French Deputy(米)  1992 栗毛  [血統][産駒],2.0318649533039483,1
7,4,8,ジャスパーレオン,牡2,56.0,団野,森秀,456(0),栗東,2023107531,01180,Beau Liam  2018 [血統][産駒]  Mr. Prospector系,Miss Andorra  2011 [血統][産駒]  FNo.[3-o],Malibu Moon  1997 鹿毛  [血統][産駒],-0.9096765801620614,7
8,5,9,バトルアックス,牡2,56.0,坂井,今野,508(0),栗東,2023102045,01163,ヘンリーバローズ  2015 鹿毛  [血統][産駒]  Halo系,レディエントブルー  2013 栗毛  [血統][産駒]  FNo.[A13],バトルプラン  Battle Plan(米)  2005 鹿毛  [血統][産駒],-2.420721600206875,12
9,5,10,テンマジックアワー,牡2,56.0,松山,高柳大,474(0),栗東,2023100666,01126,パイロ  Pyro(米)  2005 黒鹿毛  [血統][産駒]  Seattle Slew系,アドマイヤジュエル  2004 黒鹿毛  [血統][産駒]  FNo.[3-l],アドマイヤベガ  1996 鹿毛  [血統][産駒],-2.06968392977692,9
10,6,11,カタリテ,牡2,56.0,高杉,北出,462(0),栗東,2023104626,01213,ダノンレジェンド  2010 黒鹿毛  [血統][産駒]  Himyar系,ツナグテ  2011 芦毛  [血統][産駒]  FNo.[2-e],デュランダル  1999 栗毛  [血統][産駒],-2.2894897495814703,11
11,6,12,エルモサカスターノ,牝2,51.0,★河原田,谷,404(0),栗東,2023101602,01204,ベストウォーリア  2010 栗毛  [血統][産駒]  Seattle Slew系,クリノコマチ  2011 栗毛  [血統][産駒]  FNo.[22-b],サンライズペガサス  1998 栗毛  [血統][産駒],-2.896281823637481,14
12,7,13,ムソウテンセイ,牡2,56.0,和田竜,鈴木孝,436(0),栗東,2023107472,01018,アメリカンペイトリオット  2013 鹿毛  [血統][産駒]  Danzig系,モエレサンタマリア  2007 青毛  [血統][産駒]  FNo.[13-a],ゴールドヘイロー  1997 青鹿毛  [血統][産駒],-2.607919780432141,13
13,7,14,マクノス,牝2,55.0,田口,鈴木孝,424(0),栗東,2023102252,01208,マクフィ  Makfi(英)  2007 鹿毛  [血統][産駒]  Mr. Prospector系,オルノス  2013 芦毛  [血統][産駒]  FNo.[11-g],ゴールドアリュール  1999 栗毛  [血統][産駒],-2.1321689651339155,10
14,8,15,ディグニダドレアル,牡2,53.0,▲森田,宮,478(0),栗東,2023103308,01222,サトノダイヤモンド  2013 鹿毛  [血統][産駒]  Halo系,アイアムルビー  2007 栗毛  [血統][産駒]  FNo.[1-d],Saint Liam  2000 鹿毛  [血統][産駒],-3.4725591322303613,16
15,8,16,ヤマニンエルファバ,牝2,55.0,武豊,千田,478(0),栗東,2023104362,00666,ルヴァンスレーヴ  2015 鹿毛  [血統][産駒]  Roberto系,ヤマニンバステト  2011 鹿毛  [血統][産駒]  FNo.[1-w],ディープインパクト  2002 鹿毛  [血統][産駒],-3.2622673619209754,15
