,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,インターポーザー,牡3,56.0,小沢,高野,496(0),栗東,2022104649,01185,エピファネイア,インヘリットデール,ルーラーシップ,0.6860299664682424,2
1,1,2,ゼットエイト,牡3,56.0,富田,宮地,464(+2),栗東,2022101889,01168,シルバーステート,ゼットイーリス,ハードスパン Hard Spun(米),0.6626491099413073,3
2,2,3,スナークピカソ,牡3,56.0,戸崎圭,高橋一,476(0),栗東,2022104171,05386,アジアエクスプレス,ホームアゲイン,ディープインパクト,-1.4072011429306452,11
3,2,4,ポタリング,セ3,56.0,武藤,武藤,440(0),美浦,2022101191,01169,ノーブルミッション Noble Mission(英),ウインルキア,ディープインパクト,-1.0064448323061281,7
4,3,5,デイジー,牝4,56.0,江田照,田中勝,472(0),美浦,2021104173,00689,デクラレーションオブウォー,リボンフラワー,ディープインパクト,-1.137452924040708,8
5,3,6,バルナバ,牡3,56.0,佐々木,浜田,502(-18),栗東,2022106633,01197,ハービンジャー Harbinger(英),クライミングローズ,マンハッタンカフェ,-1.191279877062676,9
6,4,7,ルクスマーベリック,セ4,58.0,杉原,大和田,444(0),美浦,2021104105,01135,エピファネイア,サトノアイリ,ステイゴールド,-1.1967695084691752,10
7,4,8,キタノクニカラ,牝3,54.0,菅原明,小島,392(0),美浦,2022103316,01179,ダノンバラード,キタノリツメイ,アイルハヴアナザー I'll Have Another(米),-0.9471396790426846,6
8,5,9,レッドアーバイン,牡5,58.0,嶋田,手塚久,492(-6),美浦,2020110123,01134,Kingman (英),Speedy Boarding,Shamardal,0.8205370506472358,1
9,5,10,キューティリップ,牝3,54.0,横山武,戸田,452(-6),美浦,2022105131,01170,リアルスティール,リップスポイズン Lips Poison(独),Mamool,-0.7020035259255412,5
10,6,11,ルールーリマ,牝3,54.0,三浦,大竹,416(-2),美浦,2022100781,01122,キズナ,エヴァイエ,ロードカナロア,-1.8191583338797703,12
11,6,12,コスモバラタ,牡5,58.0,丹内,武市,468(-2),美浦,2020105746,01091,ダノンバラード,クアルティエーレ,ネオユニヴァース,-0.3283157279243514,4
12,7,13,ルージュクレセント,牝5,56.0,西塚,宮地,466(+2),栗東,2020104570,01200,ドゥラメンテ,プレザントケイプ Pleasant Cape(英),Cape Cross,-2.2596754684132416,15
13,7,14,クリフハンガー,セ4,58.0,荻野極,上原博,456(-2),美浦,2021101701,01160,ルーラーシップ,リリックドラマ,ステイゴールド,-2.1801518151005337,13
14,8,15,ルージュミレネール,牝3,54.0,斎藤,斎藤誠,442(+4),美浦,2022105813,01178,スワーヴリチャード,タイムハンドラー,ディープブリランテ,-4.057966694937013,16
15,8,16,ジャスティンガルフ,牡4,58.0,鮫島駿,茶木,500(+2),栗東,2021103255,01157,エピファネイア,ポールポジションII Pole Position(英),Pivotal,-2.255031720588117,14
