,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,タケルハーロック,牡3,56.0,亀田,高柳大,490(-4),栗東,2022100333,01176,ナダル Nadal(米),ヒシアルコル,ダイワメジャー,-3.1602866116003923,14
1,2,2,キングベルベット,セ4,56.0,◇永島,国枝,494(+4),美浦,2021104320,01187,カリフォルニアクローム California Chrome(米),ホワイトエレガンス,クロフネ,-3.029864352384786,13
2,2,3,ブレイクザアイス,セ6,55.0,▲石神道,森一,472(+6),美浦,2019103219,01209,ラニ,チェストケハーツ,ハーツクライ,-1.753801051176686,5
3,3,4,レイザリオ,牡3,56.0,斎藤,橋口,480(+16),栗東,2022104910,01178,アドマイヤマーズ,テルアケリー Tell a Kelly(米),Tapit (米),-1.6389417992809625,4
4,3,5,マナエトレ,牡3,55.0,☆吉村,清水久,476(+6),栗東,2022102691,01216,モズアスコット,ジュウニンノナカマ,キングズベスト King's Best(米),-2.087244958272705,7
5,4,6,キミオモウハナ,牝3,54.0,秋山稔,杉山佳,478(-10),栗東,2022105335,01181,ルヴァンスレーヴ,サツマキリコ,エンパイアメーカー Empire Maker(米),-1.770131160983217,6
6,4,7,タニセンドリーム,牡4,55.0,▲上里,加藤士,500(+4),美浦,2021106057,01217,マジェスティックウォリアー Majestic Warrior(米),テメノス,ハーツクライ,-2.2412989909441996,9
7,5,8,グロリアスヒーロー,セ6,55.0,▲石田,高木,472(0),美浦,2019105755,01203,スクリーンヒーロー,クラックコード,ダンスインザダーク,-2.180329756486423,8
8,5,9,クールシェルタ,牡6,58.0,横山琉,高橋文,508(+16),美浦,2019103204,01192,アポロキングダム,ナムラミステリー,ジェニュイン,-2.3010145542692246,10
9,6,10,テーオーノーベル,牡3,54.0,△柴田裕,岡田,482(0),栗東,2022100725,01212,ロードカナロア,ジャストアスミッジ Just a Smidge(米),Into Mischief,-1.5138300996841663,3
10,6,11,マンオブザマッチ,牡3,53.0,▲舟山,高橋忠,484(0),栗東,2022101677,01221,ファインニードル,パテントジョイ Patent Joy(愛),Pivotal,-2.6271178207367463,11
11,7,12,ラストレガシー,牡3,56.0,高杉,手塚久,490(+2),美浦,2022105556,01213,ドゥラメンテ,リトルモンスター,Into Mischief,-1.0900453242644268,2
12,7,13,ブルーカミング,牡3,53.0,▲古川奈,牧浦,466(-10),栗東,2022104205,01190,ロジャーバローズ,ミーシャレヴュー,アグネスタキオン,-3.2516043148355136,15
13,8,14,スマートブル,牡3,54.0,△鷲頭,井上,494(+20),栗東,2022100497,01202,オーヴァルエース,エコロシンフォニー,ワイルドラッシュ Wild Rush(米),-3.0286914809365144,12
14,8,15,ペロ,牡4,58.0,小林凌,小西,510(+8),美浦,2021103283,01177,シルバーステート,ラッシュカッター Rushcutter(愛),Red Ransom,-0.9712994195713932,1
