,式別,馬番,配当,人気
0,単勝,12,1720,6
1,複勝,12,330,7
2,複勝,1,180,4
3,複勝,2,130,1
4,枠連,1-7,2440,11
5,馬連,1-12,4600,16
6,ワイド,1-12,1420,18
7,ワイド,2-12,790,10
8,ワイド,1-2,310,2
9,馬単,12→1,10790,40
10,3連複,1-2-12,3410,11
11,3連単,12→1→2,31880,104
