,式別,馬番,配当,人気
0,単勝,9,150,1
1,複勝,9,110,1
2,複勝,3,280,6
3,複勝,7,1520,11
4,枠連,2-5,880,4
5,馬連,3-9,840,5
6,ワイド,3-9,410,5
7,ワイド,7-9,3620,26
8,ワイド,3-7,15750,52
9,馬単,9→3,1070,5
10,3連複,3-7-9,22790,52
11,3連単,9→3→7,43950,116
