,式別,馬番,配当,人気
0,単勝,2,320,1
1,複勝,2,140,1
2,複勝,11,160,4
3,複勝,9,150,3
4,枠連,2-6,810,3
5,馬連,2-11,1030,3
6,ワイド,2-11,430,5
7,ワイド,2-9,310,2
8,ワイド,9-11,500,6
9,馬単,2→11,1890,5
10,3連複,2-9-11,1600,4
11,3連単,2→11→9,6990,13
