,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,スーパーチャンド,牝3,55.0,小崎,西村,栗東,2022102286,1152,シュヴァルグラン ,グレイスフルアート ,ダイワメジャー ,0.39534714159325485,3,-0.09977235399514348,3,,
1,2,2,アースグレーザー,牡3,57.0,岩田康,中村,栗東,2022100030,5203,サングレーザー ,ミステリューズ ,ナリタトップロード ,0.21626374078652397,5,-0.16170840543263862,5,,
2,3,3,ララベルドゥニュイ,牝3,55.0,Ｍデムーロ,松下,栗東,2022100391,5212,バゴ Bago(仏) ,ララプリムヴェール ,クロフネ ,-1.5533600078849714,11,-0.7737333448127894,11,,
3,4,4,ジェントルバローズ,牡3,57.0,西村淳,杉山晴,栗東,2022100133,1171,ロジャーバローズ ,ショウナンカラット ,ブライアンズタイム Brian's Time(米) ,-1.0227916735782547,8,-0.5902361167241221,8,,
4,4,5,ロードトルネード,牡3,57.0,長岡,辻野,栗東,2022100617,1142,ブリックスアンドモルタル Bricks and Mortar(米) ,ヴィーヴル ,ディープインパクト ,0.33273537294223443,4,-0.12142665420550888,4,,
5,5,6,ラヴスティンガー,牝3,53.0,△吉村,牧田,栗東,2022100663,1216,シャンハイボビー Shanghai Bobby(米) ,エヴァ ,キングカメハメハ ,2.0647647752505613,1,0.4775962684627687,1,,
6,5,7,ソングコレクター,牝3,55.0,鮫島駿,小林,栗東,2022110143,1157,Collected ,Kylers Song ,El Corredor ,-0.4141732933224582,7,-0.3797452552846,7,,
7,6,8,ココレカ,牝3,55.0,国分優,小椋,栗東,2022104347,1125,リーチザクラウン ,スターフォーユー ,アグネスデジタル ,0.44629622672049074,2,-0.08215159661104984,2,,
8,6,9,ドラゴンテイラー,牡3,57.0,北村友,藤原,栗東,2022110138,1102,Liam's Map ,Cousin Newyork Fay ,Bluegrass Cat ,0.19255241571704046,6,-0.16990897479048556,6,,
9,7,10,ディープカインズ,牡3,57.0,太宰,本田,栗東,2022101097,1037,ノーブルミッション Noble Mission(英) ,アンジュデュバン ,ハーツクライ ,-1.3377376048745055,9,-0.6991602677784461,9,,
10,7,11,ラファル,牡3,57.0,武豊,田中克,栗東,2022103680,666,ドレフォン Drefong(米) ,アグネスリース ,フレンチデピュティ French Deputy(米) ,-1.418226549800062,10,-0.7269973951202428,10,,
11,8,12,リアルスター,牡3,56.0,☆田口,大橋,栗東,2022103290,1208,ナダル Nadal(米) ,タキオンレディー ,クロフネ ,-1.8231853385640442,12,-0.867052521714695,12,,
12,8,13,テンダリー,牡3,54.0,▲川端,高橋忠,栗東,2022104827,1195,ルーラーシップ ,シーオブラブ ,ディープインパクト ,-2.8563274950412465,13,-1.224365066917442,13,,
