,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,エアフォースワン,牡6,58.0,菱田,大根田,栗東,2019103506,1144,リヤンドファミユ ,レディラック ,タイキシャトル ,-4.98354329842079,10,-1.9600633327715495,10,,
1,2,2,ユキカゼ,牝4,55.0,小崎,小崎,栗東,2021105645,1152,ロードカナロア ,チカリータ ,クロフネ ,1.48441694221606,2,0.2768827848202761,2,,
2,3,3,ヴォルスター,牡4,55.0,△吉村,清水久,栗東,2021100677,1216,シニスターミニスター Sinister Minister(米) ,ヴォルカン ,ロードカナロア ,1.1145873972156408,3,0.14897711841531655,3,,
3,4,4,マリンバンカー,牡4,57.0,長岡,南田,美浦,2021103129,1142,エスケンデレヤ ,ゲッカビジン ,ヨハネスブルグ Johannesburg(米) ,-0.019977131882931164,9,-0.24341238679205546,9,,
4,5,5,エノラブエナ,牡4,57.0,松山,上村,栗東,2021105396,1126,ニューイヤーズデイ ,イサベル ,ディープインパクト ,0.1255997256413562,7,-0.19306458406373983,7,,
5,6,6,パカーラン,牡4,57.0,川田,藤原,栗東,2021105073,1088,イスラボニータ ,ジペッサ Zipessa(米) ,City Zip (米) ,0.026438545146921257,8,-0.22735951004816546,8,,
6,7,7,ジーティーパワー,牡4,57.0,坂井,中村,栗東,2021105526,1163,Frankel ,コールバック ,ストリートセンス Street Sense(米) ,0.306634916213479,6,-0.13045350551172752,6,,
7,7,8,テイエムデンセツ,牡4,57.0,古川吉,木原,栗東,2021102160,1015,ダノンレジェンド ,ポレモス ,アグネスタキオン ,0.4102082984105388,5,-0.0946326181574857,5,,
8,8,9,ペロ,牡4,57.0,池添,橋口,栗東,2021103283,1032,シルバーステート ,ラッシュカッター Rushcutter(愛) ,Red Ransom ,0.6023220969444847,4,-0.028189999499085558,4,,
9,8,10,シンドリームシン,牡4,57.0,Ｍデムーロ,武幸,栗東,2021105382,5212,キズナ ,アルビアーノ ,Harlan's Holiday ,2.4903611416661984,1,0.6247889078876685,1,,
