,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ピストルスター,牡3,57.0,太宰,高橋亮,栗東,2022106937,1037,アニマルキングダム Animal Kingdom(米) ,ケージーサクランボ ,キングカメハメハ ,1.0678949216257,6,0.07217102101584214,6,,
1,2,2,コズミックダンサー,牡3,56.0,☆田口,藤原,栗東,2022104740,1208,アドマイヤマーズ ,ギエム ,Medaglia d'Oro ,1.362770557671869,4,0.14988892017517985,4,,
2,3,3,マシェリアムール,牝3,55.0,荻野琢,高橋文,美浦,2022103318,1112,リアルインパクト ,コウギョウマシェリ ,アサクサデンエン ,0.06299026506827261,7,-0.19268327420592704,7,,
3,4,4,ペルティナクス,牡3,57.0,鮫島駿,池江,栗東,2022102959,1157,キタノコマンドール ,エスジーアンクル ,シニスターミニスター Sinister Minister(米) ,1.250286747071572,5,0.12024250527800881,5,,
4,5,5,オゴオゴ,牡3,57.0,国分優,中尾,栗東,2022100525,1125,リオンディーズ ,シェイラトス ,Galileo (愛) ,-0.31406960947193746,9,-0.2920617840735933,9,,
5,6,6,テーオーウィルソン,牡3,57.0,古川吉,宮,栗東,2022101785,1015,デクラレーションオブウォー ,ミラクルフラッグ ,スパイキュール ,-0.025014334939826164,8,-0.21587790880068344,8,,
6,7,7,グリプトグラフィ,牡3,57.0,武豊,武幸,栗東,2022105177,666,サトノダイヤモンド ,レーヴドリーブ ,オルフェーヴル ,2.090222050899627,1,0.3416172113017232,1,,
7,7,8,パーフェクト,牡3,55.0,△吉村,松下,栗東,2022101504,1216,ヘニーヒューズ Henny Hughes(米) ,ラヴィアンフルール ,ステイゴールド ,-0.3927500460381225,10,-0.3127989270836249,10,,
8,8,9,ワンダーリズム,牡3,54.0,▲柴田裕,高柳大,栗東,2022100166,1212,ミスターメロディ ,カネトシパリッシュ ,Tapit (米) ,1.9121491646163737,2,0.2946840336247203,2,,
9,8,10,ウインポセイドン,牡3,57.0,国分恭,奥村豊,栗東,2022101102,1124,ゴールドシップ ,サマーラグーン ,ボストンハーバー Boston Harbor(米) ,1.8173322967909302,3,0.2696939467153077,3,,
