,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,クラリティー,牝2,54.0,☆西塚,長谷川,栗東,2022101404,01200,サトノダイヤモンド ,クラリネット Clarinet(米) ,Giant's Causeway (米) ,-0.43136850188066794,3
1,1,2,マテンロウギフト,牡2,55.0,☆小沢,茶木,栗東,2022105164,01185,サートゥルナーリア ,レディアリエッタ ,ディープインパクト ,-0.821159837598662,4
2,2,3,グラスティアラ,牝2,55.0,内田博,菊川,美浦,2022103933,00422,アルアイン ,ミルキーハート ,キングカメハメハ ,-1.778223359440932,11
3,2,4,マカナ,牝2,55.0,丹内,伊藤大,美浦,2022100019,01091,ゴールドシップ ,シルクリバー ,タニノギムレット ,-1.347341445926017,8
4,3,5,マジックスクロール,牡2,56.0,嶋田,石毛,美浦,2022103320,01134,ミッキーグローリー ,スノードーナツ ,パイロ Pyro(米) ,1.5236589153843192,1
5,3,6,シャンソンドール,牝2,55.0,菊沢,奥村武,美浦,2022105038,01161,レイデオロ ,ベルディーヴァ ,ダイワメジャー ,0.40238246174633774,2
6,4,7,ジャスパー,牡2,56.0,原田和,上原博,美浦,2022105647,01143,マクマホン Mac Mahon(伊) ,クルーズライナー Cruiseliner(伯) ,Wild Event ,-1.1638175762141256,7
7,4,8,フェスティーヴォ,牡2,53.0,▲柴田裕,中竹,栗東,2022106506,01212,エイシンフラッシュ ,マッキーマドンナ ,メジロマックイーン ,-1.3752940857699867,9
8,5,9,アンファング,牡2,56.0,吉田隼,森田,栗東,2022101477,01095,ロジャーバローズ ,アイリッシュペコ ,Sea The Stars Sea the Stars(愛) ,-1.1009120968588293,6
9,5,10,ナンヨービッグ,牡2,55.0,☆横山琉,斎藤誠,美浦,2022100069,01192,マインドユアビスケッツ Mind Your Biscuits(米) ,ブルーボンボヤージ ,Medaglia d'Oro ,-0.859930371418086,5
10,6,11,イトウ,牡2,56.0,荻野極,高柳瑞,美浦,2022106693,01160,デクラレーションオブウォー ,アモーレエテルノ ,ゼンノロブロイ ,-1.7169776383410484,10
11,6,12,エリーナストーム,牝2,55.0,丸山,鹿戸,美浦,2022105030,01127,サトノアラジン ,プンタステラ Punta Stella(愛) ,Elusive City ,-3.1540429946251938,16
12,7,13,バイオマックス,牡2,53.0,▲長浜,黒岩,美浦,2022103283,01214,リオンディーズ ,アメイジングライト ,Teofilo ,-2.7840010830942483,14
13,7,14,ピリカサンライズ,牝2,53.0,△高杉,牧浦,栗東,2022105458,01213,サトノクラウン ,Pirika (愛) ,Monsun ,-2.7840010830942483,14
14,8,15,レジーナシルバルム,牝2,55.0,Ｈドイル,武井,美浦,2022104759,05625,レイデオロ ,グリューネワルト ,スペシャルウィーク ,-2.1517692329775735,12
15,8,16,シャインフリーリー,牡2,56.0,黛,矢嶋,美浦,2022101495,01109,ウインブライト ,フィールフリーリー ,アグネスタキオン ,-2.1517692329775735,12
