,式別,馬番,配当,人気
0,単勝,3,2270,9
1,複勝,3,680,9
2,複勝,10,1340,11
3,複勝,12,380,7
4,枠連,2-5,11640,21
5,馬連,3-10,41560,54
6,ワイド,3-10,9600,54
7,ワイド,3-12,2860,39
8,ワイド,10-12,6420,53
9,馬単,3→10,70020,107
10,3連複,3-10-12,104720,172
11,3連単,3→10→12,718390,1
