,式別,馬番,配当,人気
0,単勝,5,3250,7
1,複勝,5,770,7
2,複勝,11,360,6
3,複勝,8,320,4
4,枠連,3-6,930,4
5,馬連,5-11,12790,23
6,ワイド,5-11,3160,24
7,ワイド,5-8,3800,28
8,ワイド,8-11,1470,17
9,馬単,5→11,35320,54
10,3連複,5-8-11,47180,71
11,3連単,5→11→8,380400,500
