,式別,馬番,配当,人気
0,単勝,14,280,1
1,複勝,14,130,1
2,複勝,11,490,9
3,複勝,13,250,5
4,枠連,6-7,560,2
5,馬連,11-14,3880,15
6,ワイド,11-14,1020,14
7,ワイド,13-14,510,4
8,ワイド,11-13,3590,38
9,馬単,14→11,6320,26
10,3連複,11-13-14,8550,33
11,3連単,14→11→13,41300,140
