,式別,馬番,配当,人気
0,単勝,13,2920,8
1,複勝,13,530,8
2,複勝,7,180,2
3,複勝,10,1120,13
4,枠連,4-7,5610,19
5,馬連,7-13,8950,25
6,ワイド,7-13,2340,23
7,ワイド,10-13,11520,77
8,ワイド,7-10,4960,48
9,馬単,13→7,25570,75
10,3連複,7-10-13,107630,221
11,3連単,13→7→10,799310,1
