,式別,馬番,配当,人気
0,単勝,13,700,4
1,複勝,13,270,5
2,複勝,3,780,9
3,複勝,1,2140,10
4,枠連,2-7,3220,13
5,馬連,3-13,13190,28
6,ワイド,3-13,2640,27
7,ワイド,1-13,8750,47
8,ワイド,1-3,20580,68
9,馬単,13→3,21310,52
10,3連複,1-3-13,236370,215
11,3連単,13→3→1,1330400,1
