race_type,course_len,ground_state,class,体重帯,1着,2着,3着,着外
ダート,1200,不良,1勝クラス,420,0,0,0,5
ダート,1200,不良,1勝クラス,430,0,1,0,6
ダート,1200,不良,1勝クラス,440,0,3,1,15
ダート,1200,不良,1勝クラス,450,1,1,2,13
ダート,1200,不良,1勝クラス,460,1,2,2,18
ダート,1200,不良,1勝クラス,470,1,0,1,15
ダート,1200,不良,1勝クラス,480,2,1,0,13
ダート,1200,不良,1勝クラス,490,3,1,2,8
ダート,1200,不良,1勝クラス,500,0,1,1,5
ダート,1200,不良,1勝クラス,510,1,0,1,7
ダート,1200,不良,1勝クラス,530,0,0,0,3
ダート,1200,不良,1勝クラス,550,1,0,0,1
ダート,1200,不良,2勝クラス,440,0,0,1,3
ダート,1200,不良,2勝クラス,450,1,0,0,1
ダート,1200,不良,2勝クラス,460,1,1,0,4
ダート,1200,不良,2勝クラス,470,0,0,0,3
ダート,1200,不良,2勝クラス,480,0,0,0,5
ダート,1200,不良,2勝クラス,490,0,0,0,1
ダート,1200,不良,2勝クラス,500,0,0,1,4
ダート,1200,不良,2勝クラス,510,0,1,0,1
ダート,1200,不良,2勝クラス,550,0,0,0,1
ダート,1200,不良,all,380,0,0,0,3
ダート,1200,不良,all,390,0,1,0,2
ダート,1200,不良,all,400,0,0,0,4
ダート,1200,不良,all,410,0,0,1,4
ダート,1200,不良,all,420,0,1,2,21
ダート,1200,不良,all,430,1,3,1,23
ダート,1200,不良,all,440,1,6,5,45
ダート,1200,不良,all,450,3,2,2,36
ダート,1200,不良,all,460,4,6,5,46
ダート,1200,不良,all,470,5,0,3,40
ダート,1200,不良,all,480,4,5,3,30
ダート,1200,不良,all,490,7,1,2,11
ダート,1200,不良,all,500,0,1,2,13
ダート,1200,不良,all,510,1,1,1,11
ダート,1200,不良,all,520,0,0,0,2
ダート,1200,不良,all,530,0,0,0,4
ダート,1200,不良,all,540,0,0,0,1
ダート,1200,不良,all,550,1,0,0,2
ダート,1200,不良,新馬,400,0,0,0,2
ダート,1200,不良,新馬,420,0,0,0,1
ダート,1200,不良,新馬,430,1,0,1,1
ダート,1200,不良,新馬,440,0,0,1,7
ダート,1200,不良,新馬,450,1,0,0,5
ダート,1200,不良,新馬,460,0,1,0,2
ダート,1200,不良,新馬,470,0,0,0,4
ダート,1200,不良,新馬,480,0,1,0,1
ダート,1200,不良,新馬,520,0,0,0,1
ダート,1200,不良,未勝利,380,0,0,0,3
ダート,1200,不良,未勝利,390,0,1,0,2
ダート,1200,不良,未勝利,400,0,0,0,2
ダート,1200,不良,未勝利,410,0,0,1,4
ダート,1200,不良,未勝利,420,0,1,2,15
ダート,1200,不良,未勝利,430,0,2,0,14
ダート,1200,不良,未勝利,440,1,3,2,19
ダート,1200,不良,未勝利,450,0,1,0,16
ダート,1200,不良,未勝利,460,1,1,3,20
ダート,1200,不良,未勝利,470,4,0,2,18
ダート,1200,不良,未勝利,480,2,3,2,10
ダート,1200,不良,未勝利,490,4,0,0,2
ダート,1200,不良,未勝利,500,0,0,0,3
ダート,1200,不良,未勝利,510,0,0,0,3
ダート,1200,不良,未勝利,520,0,0,0,1
ダート,1200,不良,未勝利,530,0,0,0,1
ダート,1200,不良,未勝利,540,0,0,0,1
ダート,1200,全,1勝クラス,390,0,0,0,4
ダート,1200,全,1勝クラス,400,0,0,0,9
ダート,1200,全,1勝クラス,410,3,1,1,12
ダート,1200,全,1勝クラス,420,2,3,5,49
ダート,1200,全,1勝クラス,430,7,2,8,98
ダート,1200,全,1勝クラス,440,11,11,13,149
ダート,1200,全,1勝クラス,450,16,21,24,274
ダート,1200,全,1勝クラス,460,21,19,14,278
ダート,1200,全,1勝クラス,470,28,34,23,250
ダート,1200,全,1勝クラス,480,34,25,31,237
ダート,1200,全,1勝クラス,490,22,21,18,211
ダート,1200,全,1勝クラス,500,16,17,17,127
ダート,1200,全,1勝クラス,510,4,11,11,90
ダート,1200,全,1勝クラス,520,4,4,6,51
ダート,1200,全,1勝クラス,530,3,1,2,22
ダート,1200,全,1勝クラス,540,0,1,1,6
ダート,1200,全,1勝クラス,550,1,1,0,12
ダート,1200,全,2勝クラス,410,0,0,0,1
ダート,1200,全,2勝クラス,420,1,0,0,4
ダート,1200,全,2勝クラス,430,1,2,0,13
ダート,1200,全,2勝クラス,440,3,0,2,27
ダート,1200,全,2勝クラス,450,3,1,5,31
ダート,1200,全,2勝クラス,460,5,5,4,68
ダート,1200,全,2勝クラス,470,3,3,5,64
ダート,1200,全,2勝クラス,480,6,7,4,62
ダート,1200,全,2勝クラス,490,3,2,3,60
ダート,1200,全,2勝クラス,500,7,9,7,45
ダート,1200,全,2勝クラス,510,0,2,1,25
ダート,1200,全,2勝クラス,520,4,0,1,14
ダート,1200,全,2勝クラス,530,1,1,2,8
ダート,1200,全,2勝クラス,540,0,1,1,2
ダート,1200,全,2勝クラス,550,0,3,0,4
ダート,1200,全,3勝クラス,430,0,0,0,2
ダート,1200,全,3勝クラス,440,1,2,0,7
ダート,1200,全,3勝クラス,450,0,1,0,15
ダート,1200,全,3勝クラス,460,3,2,5,23
ダート,1200,全,3勝クラス,470,2,2,2,28
ダート,1200,全,3勝クラス,480,3,1,0,24
ダート,1200,全,3勝クラス,490,2,2,2,35
ダート,1200,全,3勝クラス,500,2,2,3,22
ダート,1200,全,3勝クラス,510,2,1,4,12
ダート,1200,全,3勝クラス,520,0,1,1,12
ダート,1200,全,3勝クラス,530,0,1,0,3
ダート,1200,全,3勝クラス,540,1,1,0,3
ダート,1200,全,3勝クラス,550,0,0,0,3
ダート,1200,全,all,380,0,0,1,19
ダート,1200,全,all,390,0,1,0,22
ダート,1200,全,all,400,3,1,2,51
ダート,1200,全,all,410,6,3,8,113
ダート,1200,全,all,420,11,15,16,230
ダート,1200,全,all,430,20,21,26,357
ダート,1200,全,all,440,40,29,42,529
ダート,1200,全,all,450,43,53,56,668
ダート,1200,全,all,460,63,60,61,721
ダート,1200,全,all,470,75,75,59,640
ダート,1200,全,all,480,64,65,69,553
ダート,1200,全,all,490,51,40,35,483
ダート,1200,全,all,500,39,40,35,310
ダート,1200,全,all,510,11,22,24,191
ダート,1200,全,all,520,15,10,14,125
ダート,1200,全,all,530,6,6,4,57
ダート,1200,全,all,540,3,4,2,22
ダート,1200,全,all,550,2,6,0,28
ダート,1200,全,オープン,410,0,0,0,2
ダート,1200,全,オープン,430,0,0,0,1
ダート,1200,全,オープン,440,1,0,0,1
ダート,1200,全,オープン,450,1,1,1,10
ダート,1200,全,オープン,460,2,1,2,12
ダート,1200,全,オープン,470,1,4,0,19
ダート,1200,全,オープン,480,2,1,2,15
ダート,1200,全,オープン,490,2,1,1,16
ダート,1200,全,オープン,500,0,2,3,18
ダート,1200,全,オープン,510,0,0,1,15
ダート,1200,全,オープン,520,2,0,2,4
ダート,1200,全,オープン,530,0,1,0,8
ダート,1200,全,オープン,540,0,0,0,1
ダート,1200,全,オープン,550,0,0,0,2
ダート,1200,全,新馬,380,0,0,0,3
ダート,1200,全,新馬,390,0,0,0,2
ダート,1200,全,新馬,400,0,0,0,8
ダート,1200,全,新馬,410,0,0,0,6
ダート,1200,全,新馬,420,0,0,1,14
ダート,1200,全,新馬,430,4,2,1,22
ダート,1200,全,新馬,440,1,1,2,44
ダート,1200,全,新馬,450,2,3,3,39
ダート,1200,全,新馬,460,4,3,3,37
ダート,1200,全,新馬,470,3,4,6,25
ダート,1200,全,新馬,480,0,4,2,18
ダート,1200,全,新馬,490,3,2,1,15
ダート,1200,全,新馬,500,3,0,0,7
ダート,1200,全,新馬,510,0,0,2,1
ダート,1200,全,新馬,520,0,2,0,2
ダート,1200,全,新馬,540,1,0,0,0
ダート,1200,全,未勝利,380,0,0,1,16
ダート,1200,全,未勝利,390,0,1,0,16
ダート,1200,全,未勝利,400,3,1,2,34
ダート,1200,全,未勝利,410,3,2,7,91
ダート,1200,全,未勝利,420,8,12,10,162
ダート,1200,全,未勝利,430,7,13,17,208
ダート,1200,全,未勝利,440,22,15,25,294
ダート,1200,全,未勝利,450,20,26,23,291
ダート,1200,全,未勝利,460,27,28,33,280
ダート,1200,全,未勝利,470,36,27,19,238
ダート,1200,全,未勝利,480,18,25,26,183
ダート,1200,全,未勝利,490,18,11,10,130
ダート,1200,全,未勝利,500,11,9,5,84
ダート,1200,全,未勝利,510,5,8,4,44
ダート,1200,全,未勝利,520,4,2,3,40
ダート,1200,全,未勝利,530,1,2,0,14
ダート,1200,全,未勝利,540,1,1,0,9
ダート,1200,全,未勝利,550,1,2,0,7
ダート,1200,稍重,1勝クラス,390,0,0,0,2
ダート,1200,稍重,1勝クラス,400,0,0,0,3
ダート,1200,稍重,1勝クラス,410,0,0,0,4
ダート,1200,稍重,1勝クラス,420,0,0,2,9
ダート,1200,稍重,1勝クラス,430,4,0,3,20
ダート,1200,稍重,1勝クラス,440,4,2,1,30
ダート,1200,稍重,1勝クラス,450,4,8,6,69
ダート,1200,稍重,1勝クラス,460,5,3,2,65
ダート,1200,稍重,1勝クラス,470,8,7,5,66
