,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,course_len,weather,race_type,ground_state,date,class,horse_id,jockey_id
202608030410,1,2,3,ルシード,牡4,58,北村友一,0:1:06.8,,4-3,33.3,2.8,1,500,[東]田島俊明,1200,曇,芝,良,2026年05月03日,3勝クラス,2022103592,01102
202608030410,2,1,2,サウスバンク,牝4,56,酒井学,0:1:07.0,1.1/2,1-1,33.9,11.6,4,486,[西]吉岡辰弥,1200,曇,芝,良,2026年05月03日,3勝クラス,2022101443,01034
202608030410,3,2,4,レッドエヴァンス,セ5,58,ルメール,0:1:07.4,2,11-10,33.3,4.6,3,498,[西]東田明士,1200,曇,芝,良,2026年05月03日,3勝クラス,2021105880,05339
202608030410,4,4,8,ドゥアムール,牝4,56,角田大和,0:1:07.5,3/4,2-2,34.2,53.2,11,482,[西]中竹和也,1200,曇,芝,良,2026年05月03日,3勝クラス,2022106666,01186
202608030410,5,8,16,ディアドコス,牡6,58,吉村誠之,0:1:07.5,クビ,11-11,33.3,13.1,5,494,[西]羽月友彦,1200,曇,芝,良,2026年05月03日,3勝クラス,2020105409,01216
202608030410,6,1,1,バンドシェル,牡5,58,鮫島克駿,0:1:07.6,1/2,8-7,33.7,30.9,9,490,[西]西村真幸,1200,曇,芝,良,2026年05月03日,3勝クラス,2021102461,01157
202608030410,7,4,7,アンビバレント,牡6,58,岩田望来,0:1:07.7,クビ,8-9,33.8,16.5,6,476,[西]藤野健太,1200,曇,芝,良,2026年05月03日,3勝クラス,2020102140,01174
202608030410,8,8,18,トーセントラム,牡6,58,秋山稔樹,0:1:07.7,クビ,14-13,33.2,141.2,18,446,[東]佐藤吉勝,1200,曇,芝,良,2026年05月03日,3勝クラス,2020102535,01181
202608030410,9,5,9,コウセキ,牡4,58,レーン,0:1:07.7,アタマ,2-3,34.3,4.3,2,482,[西]西園翔太,1200,曇,芝,良,2026年05月03日,3勝クラス,2022110026,05585
202608030410,10,8,17,アスティスプマンテ,牝5,56,戸崎圭太,0:1:07.7,アタマ,14-15,33.1,20.8,7,440,[西]佐藤悠太,1200,曇,芝,良,2026年05月03日,3勝クラス,2021105358,05386
202608030410,11,3,6,ダークエクリプス,牡7,58,荻野琢真,0:1:07.8,クビ,18-16,32.9,112.4,15,500,[西]今野貞一,1200,曇,芝,良,2026年05月03日,3勝クラス,2019106739,01112
202608030410,12,3,5,メイショウピース,牝6,56,松山弘平,0:1:07.9,1/2,13-13,33.5,51.6,10,480,[西]高橋亮,1200,曇,芝,良,2026年05月03日,3勝クラス,2020106901,01126
202608030410,13,6,11,ブラックケリー,牝4,56,菱田裕二,0:1:08.3,2.1/2,7-5,34.6,115.2,17,430,[西]長谷川浩,1200,曇,芝,良,2026年05月03日,3勝クラス,2022100791,01144
202608030410,14,7,14,エヴァンスウィート,牝5,56,武豊,0:1:08.3,クビ,16-18,33.5,55.9,12,438,[西]友道康夫,1200,曇,芝,良,2026年05月03日,3勝クラス,2021105689,00666
202608030410,15,6,12,パクスロマーナ,牝6,56,池添謙一,0:1:08.5,1.1/4,10-11,34.4,76.5,13,440,[西]加藤公太,1200,曇,芝,良,2026年05月03日,3勝クラス,2020104616,01032
202608030410,16,7,15,トーラスシャイン,牡5,58,松本大輝,0:1:08.6,3/4,4-7,35.0,25.2,8,484,[西]田中克典,1200,曇,芝,良,2026年05月03日,3勝クラス,2021101654,01191
202608030410,17,7,13,タガノシャーンス,牝6,56,川須栄彦,0:1:08.8,1.1/4,4-5,35.3,84.6,14,472,[西]中尾秀正,1200,曇,芝,良,2026年05月03日,3勝クラス,2020105539,01128
202608030410,18,5,10,ジャスパーノワール,牡5,58,松若風馬,0:1:09.2,2.1/2,16-16,34.5,112.6,16,512,[西]森秀行,1200,曇,芝,良,2026年05月03日,3勝クラス,2021110132,01154
