,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父
0,1,1,ネビーイーム,牡7,63.0,小坂,佐々木,栗東,2018103677,01063,キズナ ,ヴェルヴェットクイーン Velvet Queen(英) ,シングスピール Singspiel(愛) 
1,2,2,テイエムタツマキ,牡7,63.0,黒岩,武英,栗東,2018104463,01072,キズナ ,ウィローパドック ,クロフネ 
2,3,3,マイネルグロン,牡7,63.0,石神深,青木,美浦,2018102170,01059,ゴールドシップ ,マイネヌーヴェル ,ブライアンズタイム Brian's Time(米) 
3,4,4,ジューンベロシティ,牡7,63.0,森一,武英,栗東,2018103308,01139,ロードカナロア ,アドマイヤサブリナ ,シンボリクリスエス 
4,5,5,アランデル,セ7,63.0,上野,大竹,美浦,2018104994,01087,ハービンジャー Harbinger(英) ,ガラディナー ,サンデーサイレンス Sunday Silence(米) 
5,5,6,スマイルスルー,牡5,63.0,高田,斉藤崇,栗東,2020103446,01046,ルーラーシップ ,スマイルシャワー ,シンボリクリスエス 
6,6,7,エコロデュエル,牡6,63.0,草野,岩戸,美浦,2019101614,01113,キタサンブラック ,クラリネット Clarinet(米) ,Giant's Causeway (米) 
7,6,8,インプレス,牡6,63.0,小牧加,佐々木,栗東,2019104899,01196,キズナ ,ベアトリスII Beatrice(英) ,Dr Fong (米) 
8,7,9,プラチナドリーム,牡6,63.0,中村,菊川,美浦,2019106330,01101,ホッコータルマエ ,サティーヌアロム ,シンボリクリスエス 
9,7,10,ザレストノーウェア,牡7,63.0,五十嵐,新開,美浦,2018105291,01069,ディープインパクト ,ミュージカルウェイ Musical Way(仏) ,Gold Away 
10,8,11,バーンパッション,牡8,63.0,大江圭,天間,美浦,2017104128,01120,エイシンフラッシュ ,ディパッション ,ダイワメジャー 
11,8,12,ピーターサイト,牡5,63.0,伴,村田,美浦,2020105611,01149,ワンアンドオンリー ,ヴィクトリアアイ ,ブライアンズタイム Brian's Time(米) 
