,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,フレアリングベリー,牝3,55.0,北村宏,池上,454(+12),美浦,2023107370,1043,ポエティックフレア,ワイルドラズベリー,ファルブラヴ,0.2658617864859032,11,-0.0359254205772767,2,,2,57.7,57.6,51.4,6
1,1,2,サンセリテ,牝3,55.0,レーン,鹿戸,440(-2),美浦,2023107068,5585,コントレイル,スウィートリーズン,ストリートセンス,1.2395407587969094,6,0.0459250737489097,4,,11,57.1,47.1,60.2,2
2,2,3,セシルブリュネ,牝3,55.0,横山武,栗田,396(0),美浦,2023106841,1170,サートゥルナーリア,アドマイヤリード,ステイゴールド,1.2915047241314488,5,0.0502933269111258,5,,13,56.4,46.5,52.6,5
3,2,4,フジサン,牝3,55.0,ディー,萩原,404(0),美浦,2023105006,5674,キズナ,オールインファン,Tapit,1.172287846621309,7,0.0402715839817607,10,,5,45.2,49.1,46.8,10
4,3,5,アイアンクラッド,牡3,57.0,三浦,上原博,498(+4),美浦,2023100232,1122,モズアスコット,オールウェイズラブ,ディープインパクト,0.5779829583131926,10,-0.0096875404029762,13,,14,43.9,46.5,46.0,12
5,3,6,アイアンパイク,牝3,55.0,横山典,村田,456(+8),美浦,2023102633,660,ヘンリーバローズ,チアズスワロー,フレンチデピュティ,-0.3320443993336617,15,-0.0861872812744023,8,,9,52.4,47.4,52.8,4
6,4,7,ローズバラード,牝3,55.0,西塚,深山,398(0),美浦,2023100097,1200,ダノンバラード,ヤマノアイリー,グラスワンダー,-0.1536809754239897,13,-0.0711934949938307,18,,17,37.4,43.8,40.7,18
7,4,8,サンロード,牝3,55.0,田辺,竹内,430(-4),美浦,2023100960,1075,フィエールマン,プリヴェット,ルーラーシップ,1.8063763956210144,3,0.0935750470924157,15,,15,41.6,46.3,42.9,15
8,5,9,アリアファブラ,牝3,55.0,岩田望,尾関,410(0),美浦,2023106341,1174,アルバート,アカネサス,ロードカナロア,1.0113055779339533,8,0.026738911874714,9,,12,52.3,46.7,49.3,9
9,5,10,ウインアプローチ,牡3,57.0,松岡,畠山,438(-6),美浦,2023105876,1085,ウインブライト,コスモアクセス,ロージズインメイ,-0.7008626398717561,16,-0.1171912940579042,1,,1,78.0,88.1,84.6,1
10,6,11,フクスケ,牡3,57.0,松若,杉浦,444(0),美浦,2023102281,1154,タリスマニック,ヴァンドゥーズ,アドマイヤムーン,0.209542093635609,12,-0.040659829793442,12,,6,45.0,48.4,46.1,11
11,6,12,セリエンクーニゲン,牝3,55.0,戸崎圭,田中博,460(-4),美浦,2023110025,5386,Kingman,Serienheilige,Holy Roman Emperor,-0.290959717295378,14,-0.0827335746321749,7,,7,53.8,48.2,50.5,7
12,7,13,ヘルヴィッツ,牡3,57.0,斎藤,柄崎,452(-2),美浦,2023100534,1178,ミスターメロディ,サイエン,バゴ,2.1434543926593936,1,0.1219108759114236,17,,3,37.8,51.5,40.9,17
13,7,14,ハッピースーニャ,牝3,55.0,津村,鈴木伸,480(0),美浦,2023102805,1092,モーリス,ハッピーノリチャン,サクラバクシンオー,-0.865610578817552,17,-0.1310405201636382,14,,16,42.7,44.4,44.8,14
14,7,15,ペルシアーノ,牝3,55.0,木幡巧,相沢,448(+10),美浦,2023100653,1162,ダノンプレミアム,スピアーノ,ヴィクトワールピサ,1.4062143104195202,4,0.0599361728681935,11,,4,45.1,49.6,45.3,13
15,8,16,ツキノマバタキ,牝3,55.0,石橋脩,牧,448(0),美浦,2023103569,1077,エイシンフラッシュ,ムーンビード,American Pharoah,-1.8773988060581512,18,-0.2160945974397434,16,,18,39.8,43.8,42.3,16
16,8,17,リメンバーザネーム,牝3,55.0,佐々木,菊川,494(0),美浦,2023102954,1197,コントレイル,ミリオンドリームズ,Frankel,0.5886603160306852,9,-0.0087899683775683,3,,8,57.3,47.6,53.2,3
17,8,18,ルモンテ,牡3,57.0,大野,堀内,430(+6),美浦,2023106245,1096,ワールドプレミア,ステイインハート,ステイゴールド,1.9127775296451688,2,0.10251945861244,6,,10,56.4,47.3,49.5,8
